Geneid	locus	condition	avg.z
gene-SYNPCC7002_RS08890	SYNPCC7002_A1775	0.04	1.6433033059030253
gene-SYNPCC7002_RS08890	SYNPCC7002_A1775	4	-0.6587449315696392
gene-SYNPCC7002_RS08890	SYNPCC7002_A1775	8	-0.5316282971931614
gene-SYNPCC7002_RS08890	SYNPCC7002_A1775	30	-0.4529300771402227
gene-SYNPCC7002_RS08895	SYNPCC7002_A1776	0.04	1.4662558966681163
gene-SYNPCC7002_RS08895	SYNPCC7002_A1776	4	-0.602512693624707
gene-SYNPCC7002_RS08895	SYNPCC7002_A1776	8	-0.6273022177731186
gene-SYNPCC7002_RS08895	SYNPCC7002_A1776	30	-0.23644098527028506
gene-SYNPCC7002_RS08900	SYNPCC7002_A1777	0.04	1.409135198054747
gene-SYNPCC7002_RS08900	SYNPCC7002_A1777	4	-0.7089585291413019
gene-SYNPCC7002_RS08900	SYNPCC7002_A1777	8	-0.776397863136749
gene-SYNPCC7002_RS08900	SYNPCC7002_A1777	30	0.0762211942233149
gene-SYNPCC7002_RS08905	SYNPCC7002_A1778	0.04	0.7143209010257263
gene-SYNPCC7002_RS08905	SYNPCC7002_A1778	4	-0.5448869231869362
gene-SYNPCC7002_RS08905	SYNPCC7002_A1778	8	-0.5824260966739492
gene-SYNPCC7002_RS08905	SYNPCC7002_A1778	30	0.4129921188351642
gene-SYNPCC7002_RS08915	SYNPCC7002_A1779	0.04	0.8325506444665254
gene-SYNPCC7002_RS08915	SYNPCC7002_A1779	4	-0.3836358487027054
gene-SYNPCC7002_RS08915	SYNPCC7002_A1779	8	-0.554802732990481
gene-SYNPCC7002_RS08915	SYNPCC7002_A1779	30	0.10588793722665976
gene-SYNPCC7002_RS08920	SYNPCC7002_A1780	0.04	1.6412297974672865
gene-SYNPCC7002_RS08920	SYNPCC7002_A1780	4	-0.4027931314117167
gene-SYNPCC7002_RS08920	SYNPCC7002_A1780	8	-0.6891528236299131
gene-SYNPCC7002_RS08920	SYNPCC7002_A1780	30	-0.5492838424256521
gene-SYNPCC7002_RS08925	SYNPCC7002_A1781	0.04	-1.3020779706599181
gene-SYNPCC7002_RS08925	SYNPCC7002_A1781	4	-0.2206536147459339
gene-SYNPCC7002_RS08925	SYNPCC7002_A1781	8	0.6752961066072156
gene-SYNPCC7002_RS08925	SYNPCC7002_A1781	30	0.8474354787986362
gene-SYNPCC7002_RS08930	SYNPCC7002_A1782	0.04	-1.172093252566089
gene-SYNPCC7002_RS08930	SYNPCC7002_A1782	4	0.8272295746687834
gene-SYNPCC7002_RS08930	SYNPCC7002_A1782	8	0.9015688583105309
gene-SYNPCC7002_RS08930	SYNPCC7002_A1782	30	-0.5567051804132255
gene-SYNPCC7002_RS08935	SYNPCC7002_A1783	0.04	-1.1771148847616744
gene-SYNPCC7002_RS08935	SYNPCC7002_A1783	4	0.15470096086976665
gene-SYNPCC7002_RS08935	SYNPCC7002_A1783	8	0.1514988345447184
gene-SYNPCC7002_RS08935	SYNPCC7002_A1783	30	0.8709150893471623
gene-SYNPCC7002_RS08940	SYNPCC7002_A1784	0.04	-1.351993742016286
gene-SYNPCC7002_RS08940	SYNPCC7002_A1784	4	0.41155341317002203
gene-SYNPCC7002_RS08940	SYNPCC7002_A1784	8	-0.26473871538672555
gene-SYNPCC7002_RS08940	SYNPCC7002_A1784	30	1.2051790442329913
gene-SYNPCC7002_RS08945	SYNPCC7002_A1785	0.04	1.1650474445810854
gene-SYNPCC7002_RS08945	SYNPCC7002_A1785	4	-0.08819039510430035
gene-SYNPCC7002_RS08945	SYNPCC7002_A1785	8	-0.27824446539231207
gene-SYNPCC7002_RS08945	SYNPCC7002_A1785	30	-0.798612584084471
gene-SYNPCC7002_RS08950	SYNPCC7002_A1786	0.04	1.4038643525765186
gene-SYNPCC7002_RS08950	SYNPCC7002_A1786	4	-0.12344547032126586
gene-SYNPCC7002_RS08950	SYNPCC7002_A1786	8	-0.047319101878751366
gene-SYNPCC7002_RS08950	SYNPCC7002_A1786	30	-1.2330997803765065
gene-SYNPCC7002_RS08955	SYNPCC7002_A1787	0.04	1.010147537525924
gene-SYNPCC7002_RS08955	SYNPCC7002_A1787	4	-1.240657925921286
gene-SYNPCC7002_RS08955	SYNPCC7002_A1787	8	-0.3925041853712208
gene-SYNPCC7002_RS08955	SYNPCC7002_A1787	30	0.6230145737665759
gene-SYNPCC7002_RS08960	SYNPCC7002_A1788	0.04	0.33609206664253916
gene-SYNPCC7002_RS08960	SYNPCC7002_A1788	4	-0.42779827415939875
gene-SYNPCC7002_RS08960	SYNPCC7002_A1788	8	-1.0875344332712444
gene-SYNPCC7002_RS08960	SYNPCC7002_A1788	30	1.1792406407881042
gene-SYNPCC7002_RS08965	SYNPCC7002_A1789	0.04	1.1305469866800444
gene-SYNPCC7002_RS08965	SYNPCC7002_A1789	4	-0.8462468149661297
gene-SYNPCC7002_RS08965	SYNPCC7002_A1789	8	-0.6154588012621051
gene-SYNPCC7002_RS08965	SYNPCC7002_A1789	30	0.33115862954818437
gene-SYNPCC7002_RS08970	SYNPCC7002_A1790	0.04	0.640398145426802
gene-SYNPCC7002_RS08970	SYNPCC7002_A1790	4	-0.4472352901903555
gene-SYNPCC7002_RS08970	SYNPCC7002_A1790	8	-0.8386948204859173
gene-SYNPCC7002_RS08970	SYNPCC7002_A1790	30	0.6455319652494306
gene-SYNPCC7002_RS08975	SYNPCC7002_A1791	0.04	-1.5292450785823724
gene-SYNPCC7002_RS08975	SYNPCC7002_A1791	4	0.2219686045652501
gene-SYNPCC7002_RS08975	SYNPCC7002_A1791	8	0.3372180388405862
gene-SYNPCC7002_RS08975	SYNPCC7002_A1791	30	0.9700584351765349
gene-SYNPCC7002_RS08980	SYNPCC7002_A1792	0.04	-1.1471959259739206
gene-SYNPCC7002_RS08980	SYNPCC7002_A1792	4	-0.19523980431592217
gene-SYNPCC7002_RS08980	SYNPCC7002_A1792	8	-0.02745236370466138
gene-SYNPCC7002_RS08980	SYNPCC7002_A1792	30	1.369888093994504
gene-SYNPCC7002_RS08985	SYNPCC7002_A1793	0.04	1.6542907615678009
gene-SYNPCC7002_RS08985	SYNPCC7002_A1793	4	-0.69502661171873
gene-SYNPCC7002_RS08985	SYNPCC7002_A1793	8	-0.5384292119092525
gene-SYNPCC7002_RS08985	SYNPCC7002_A1793	30	-0.42083493793981586
gene-SYNPCC7002_RS08990	SYNPCC7002_A1794	0.04	1.0101741448640353
gene-SYNPCC7002_RS08990	SYNPCC7002_A1794	4	-0.6793402755933121
gene-SYNPCC7002_RS08990	SYNPCC7002_A1794	8	-0.6256213209243443
gene-SYNPCC7002_RS08990	SYNPCC7002_A1794	30	0.2947874516536195
gene-SYNPCC7002_RS08995	SYNPCC7002_A1795	0.04	0.32959069686650677
gene-SYNPCC7002_RS08995	SYNPCC7002_A1795	4	0.5452353120456267
gene-SYNPCC7002_RS08995	SYNPCC7002_A1795	8	0.7281600892668345
gene-SYNPCC7002_RS08995	SYNPCC7002_A1795	30	-1.602986098178977
gene-SYNPCC7002_RS09000	SYNPCC7002_A1796	0.04	-0.8413024417987893
gene-SYNPCC7002_RS09000	SYNPCC7002_A1796	4	0.8301879096190221
gene-SYNPCC7002_RS09000	SYNPCC7002_A1796	8	1.0540881499005443
gene-SYNPCC7002_RS09000	SYNPCC7002_A1796	30	-1.0429736177207747
gene-SYNPCC7002_RS09005	SYNPCC7002_A1797	0.04	-0.6599367558423153
gene-SYNPCC7002_RS09005	SYNPCC7002_A1797	4	0.7977930358824126
gene-SYNPCC7002_RS09005	SYNPCC7002_A1797	8	1.0427368237911365
gene-SYNPCC7002_RS09005	SYNPCC7002_A1797	30	-1.1805931038312323
gene-SYNPCC7002_RS09010	SYNPCC7002_A1798	0.04	-0.432830772071924
gene-SYNPCC7002_RS09010	SYNPCC7002_A1798	4	0.7507319209916743
gene-SYNPCC7002_RS09010	SYNPCC7002_A1798	8	1.0132773702879394
gene-SYNPCC7002_RS09010	SYNPCC7002_A1798	30	-1.331178519207679
gene-SYNPCC7002_RS09015	SYNPCC7002_A1799	0.04	-1.4611426789797328
gene-SYNPCC7002_RS09015	SYNPCC7002_A1799	4	0.8703577685897204
gene-SYNPCC7002_RS09015	SYNPCC7002_A1799	8	0.8289859451309265
gene-SYNPCC7002_RS09015	SYNPCC7002_A1799	30	-0.23820103474091095
gene-SYNPCC7002_RS09020	SYNPCC7002_A1800	0.04	-1.4933755100751214
gene-SYNPCC7002_RS09020	SYNPCC7002_A1800	4	0.875254630102845
gene-SYNPCC7002_RS09020	SYNPCC7002_A1800	8	0.8074570142289783
gene-SYNPCC7002_RS09020	SYNPCC7002_A1800	30	-0.1893361342567042
gene-SYNPCC7002_RS09025	SYNPCC7002_A1801	0.04	-1.1989950812422299
gene-SYNPCC7002_RS09025	SYNPCC7002_A1801	4	0.9149039535348751
gene-SYNPCC7002_RS09025	SYNPCC7002_A1801	8	0.9483594621698382
gene-SYNPCC7002_RS09025	SYNPCC7002_A1801	30	-0.6642683344624919
gene-SYNPCC7002_RS09030	SYNPCC7002_A1802	0.04	-0.6537792364830992
gene-SYNPCC7002_RS09030	SYNPCC7002_A1802	4	0.825424028306507
gene-SYNPCC7002_RS09030	SYNPCC7002_A1802	8	1.0026835687264406
gene-SYNPCC7002_RS09030	SYNPCC7002_A1802	30	-1.174328360549859
gene-SYNPCC7002_RS09035	SYNPCC7002_A1803	0.04	-1.146534657598898
gene-SYNPCC7002_RS09035	SYNPCC7002_A1803	4	0.8740888950206608
gene-SYNPCC7002_RS09035	SYNPCC7002_A1803	8	0.9841968491960128
gene-SYNPCC7002_RS09035	SYNPCC7002_A1803	30	-0.7117510866177765
gene-SYNPCC7002_RS09040	SYNPCC7002_A1804	0.04	0.08724606283913976
gene-SYNPCC7002_RS09040	SYNPCC7002_A1804	4	1.0842236751755994
gene-SYNPCC7002_RS09040	SYNPCC7002_A1804	8	0.26705891898554235
gene-SYNPCC7002_RS09040	SYNPCC7002_A1804	30	-1.438528657000292
gene-SYNPCC7002_RS09045	SYNPCC7002_A1805	0.04	-0.9811984510634972
gene-SYNPCC7002_RS09045	SYNPCC7002_A1805	4	1.0955034170898796
gene-SYNPCC7002_RS09045	SYNPCC7002_A1805	8	0.8100347757383101
gene-SYNPCC7002_RS09045	SYNPCC7002_A1805	30	-0.9243397417647026
gene-SYNPCC7002_RS09050	SYNPCC7002_A1806	0.04	-1.2131405313938908
gene-SYNPCC7002_RS09050	SYNPCC7002_A1806	4	1.1137815143810688
gene-SYNPCC7002_RS09050	SYNPCC7002_A1806	8	0.7505351914876088
gene-SYNPCC7002_RS09050	SYNPCC7002_A1806	30	-0.6511761744747855
gene-SYNPCC7002_RS09055	SYNPCC7002_A1807	0.04	-0.5140682212716494
gene-SYNPCC7002_RS09055	SYNPCC7002_A1807	4	1.0554641667524902
gene-SYNPCC7002_RS09055	SYNPCC7002_A1807	8	0.7197350771372438
gene-SYNPCC7002_RS09055	SYNPCC7002_A1807	30	-1.261131022618078
gene-SYNPCC7002_RS09060	SYNPCC7002_A1808	0.04	0.540233682178072
gene-SYNPCC7002_RS09060	SYNPCC7002_A1808	4	-0.9020368485638736
gene-SYNPCC7002_RS09060	SYNPCC7002_A1808	8	-0.8222051370060117
gene-SYNPCC7002_RS09060	SYNPCC7002_A1808	30	1.1840083033918072
gene-SYNPCC7002_RS09065	SYNPCC7002_A1810	0.04	1.621005445064796
gene-SYNPCC7002_RS09065	SYNPCC7002_A1810	4	-0.25297990788443353
gene-SYNPCC7002_RS09065	SYNPCC7002_A1810	8	-0.6559362652910914
gene-SYNPCC7002_RS09065	SYNPCC7002_A1810	30	-0.7120892718892637
gene-SYNPCC7002_RS09070	SYNPCC7002_A1811	0.04	0.9664233235766693
gene-SYNPCC7002_RS09070	SYNPCC7002_A1811	4	0.510861274553248
gene-SYNPCC7002_RS09070	SYNPCC7002_A1811	8	-0.11906624675055864
gene-SYNPCC7002_RS09070	SYNPCC7002_A1811	30	-1.3582183513793709
gene-SYNPCC7002_RS09075	SYNPCC7002_A1812	0.04	0.5216812276549798
gene-SYNPCC7002_RS09075	SYNPCC7002_A1812	4	0.6001191898568369
gene-SYNPCC7002_RS09075	SYNPCC7002_A1812	8	0.3303876577996506
gene-SYNPCC7002_RS09075	SYNPCC7002_A1812	30	-1.4521880753114584
gene-SYNPCC7002_RS09080	SYNPCC7002_A1813	0.04	-0.3240004732591826
gene-SYNPCC7002_RS09080	SYNPCC7002_A1813	4	0.8403814893920716
gene-SYNPCC7002_RS09080	SYNPCC7002_A1813	8	0.5549391712158215
gene-SYNPCC7002_RS09080	SYNPCC7002_A1813	30	-1.0713201873487135
gene-SYNPCC7002_RS09085	SYNPCC7002_A1814	0.04	0.7960865272820747
gene-SYNPCC7002_RS09085	SYNPCC7002_A1814	4	0.22842087088910443
gene-SYNPCC7002_RS09085	SYNPCC7002_A1814	8	0.34222755940104227
gene-SYNPCC7002_RS09085	SYNPCC7002_A1814	30	-1.3667349575722139
gene-SYNPCC7002_RS09090	SYNPCC7002_A1815	0.04	1.1208218483672758
gene-SYNPCC7002_RS09090	SYNPCC7002_A1815	4	-0.6251715804573136
gene-SYNPCC7002_RS09090	SYNPCC7002_A1815	8	-1.1552902589814438
gene-SYNPCC7002_RS09090	SYNPCC7002_A1815	30	0.6596399910714777
gene-SYNPCC7002_RS09095	SYNPCC7002_A1816	0.04	-1.3561786514875904
gene-SYNPCC7002_RS09095	SYNPCC7002_A1816	4	0.6433287230875702
gene-SYNPCC7002_RS09095	SYNPCC7002_A1816	8	1.0237076049771603
gene-SYNPCC7002_RS09095	SYNPCC7002_A1816	30	-0.3108576765771353
gene-SYNPCC7002_RS09100	SYNPCC7002_A1817	0.04	0.6010825166452387
gene-SYNPCC7002_RS09100	SYNPCC7002_A1817	4	-0.48715839250447013
gene-SYNPCC7002_RS09100	SYNPCC7002_A1817	8	-0.6479114442231205
gene-SYNPCC7002_RS09100	SYNPCC7002_A1817	30	0.5339873200823307
gene-SYNPCC7002_RS09110	SYNPCC7002_A1819	0.04	0.26847751079630316
gene-SYNPCC7002_RS09110	SYNPCC7002_A1819	4	0.38658371975066796
gene-SYNPCC7002_RS09110	SYNPCC7002_A1819	8	0.5655319258305399
gene-SYNPCC7002_RS09110	SYNPCC7002_A1819	30	-1.2205931563775256
gene-SYNPCC7002_RS09115	SYNPCC7002_A1820	0.04	0.020691973793641356
gene-SYNPCC7002_RS09115	SYNPCC7002_A1820	4	0.7160895783614749
gene-SYNPCC7002_RS09115	SYNPCC7002_A1820	8	0.5389475204619193
gene-SYNPCC7002_RS09115	SYNPCC7002_A1820	30	-1.2757290726170474
gene-SYNPCC7002_RS09120	SYNPCC7002_A1821	0.04	0.8569780015296113
gene-SYNPCC7002_RS09120	SYNPCC7002_A1821	4	-0.8676231577132829
gene-SYNPCC7002_RS09120	SYNPCC7002_A1821	8	-1.0282948882930925
gene-SYNPCC7002_RS09120	SYNPCC7002_A1821	30	1.038940044476769
gene-SYNPCC7002_RS09125	SYNPCC7002_A1822	0.04	-1.554390058056306
gene-SYNPCC7002_RS09125	SYNPCC7002_A1822	4	0.5329058428161111
gene-SYNPCC7002_RS09125	SYNPCC7002_A1822	8	0.9394179184258113
gene-SYNPCC7002_RS09125	SYNPCC7002_A1822	30	0.08206629681438735
gene-SYNPCC7002_RS09130	SYNPCC7002_A1823	0.04	-1.154306150604719
gene-SYNPCC7002_RS09130	SYNPCC7002_A1823	4	0.6805478670213052
gene-SYNPCC7002_RS09130	SYNPCC7002_A1823	8	1.084997641098106
gene-SYNPCC7002_RS09130	SYNPCC7002_A1823	30	-0.6112393575146954
gene-SYNPCC7002_RS09135	SYNPCC7002_A1824	0.04	-1.1348107064556427
gene-SYNPCC7002_RS09135	SYNPCC7002_A1824	4	0.7731192911713398
gene-SYNPCC7002_RS09135	SYNPCC7002_A1824	8	1.008970626826181
gene-SYNPCC7002_RS09135	SYNPCC7002_A1824	30	-0.6472792115418825
gene-SYNPCC7002_RS09140	SYNPCC7002_A1825	0.04	-1.3852610755680244
gene-SYNPCC7002_RS09140	SYNPCC7002_A1825	4	0.7690612032614631
gene-SYNPCC7002_RS09140	SYNPCC7002_A1825	8	0.5873550442881328
gene-SYNPCC7002_RS09140	SYNPCC7002_A1825	30	0.028844828018444624
gene-SYNPCC7002_RS09150	SYNPCC7002_A1827	0.04	-1.5796726645215982
gene-SYNPCC7002_RS09150	SYNPCC7002_A1827	4	0.81504043267108
gene-SYNPCC7002_RS09150	SYNPCC7002_A1827	8	0.637347800154453
gene-SYNPCC7002_RS09150	SYNPCC7002_A1827	30	0.12728443169606402
gene-SYNPCC7002_RS09155	SYNPCC7002_A1828	0.04	-0.26880829092162195
gene-SYNPCC7002_RS09155	SYNPCC7002_A1828	4	0.6129518423833303
gene-SYNPCC7002_RS09155	SYNPCC7002_A1828	8	1.0107615823897769
gene-SYNPCC7002_RS09155	SYNPCC7002_A1828	30	-1.3549051338514837
gene-SYNPCC7002_RS09160	SYNPCC7002_A1829	0.04	-1.6571155574798033
gene-SYNPCC7002_RS09160	SYNPCC7002_A1829	4	0.6072784440523623
gene-SYNPCC7002_RS09160	SYNPCC7002_A1829	8	0.5844752972148081
gene-SYNPCC7002_RS09160	SYNPCC7002_A1829	30	0.465361816212638
gene-SYNPCC7002_RS09165	SYNPCC7002_A1830	0.04	-1.410415250979252
gene-SYNPCC7002_RS09165	SYNPCC7002_A1830	4	0.6362140398260979
gene-SYNPCC7002_RS09165	SYNPCC7002_A1830	8	0.3086271823427216
gene-SYNPCC7002_RS09165	SYNPCC7002_A1830	30	0.4655740288104213
gene-SYNPCC7002_RS09170	SYNPCC7002_A1831	0.04	-0.7533463931162375
gene-SYNPCC7002_RS09170	SYNPCC7002_A1831	4	-0.45639580316468575
gene-SYNPCC7002_RS09170	SYNPCC7002_A1831	8	-0.4378010829309818
gene-SYNPCC7002_RS09170	SYNPCC7002_A1831	30	1.6475432792119058
gene-SYNPCC7002_RS09175	SYNPCC7002_A1832	0.04	-1.3527367808989565
gene-SYNPCC7002_RS09175	SYNPCC7002_A1832	4	-0.056123601271109866
gene-SYNPCC7002_RS09175	SYNPCC7002_A1832	8	0.055263480368354934
gene-SYNPCC7002_RS09175	SYNPCC7002_A1832	30	1.3535969018017084
gene-SYNPCC7002_RS09180	SYNPCC7002_A1833	0.04	1.277993687488796
gene-SYNPCC7002_RS09180	SYNPCC7002_A1833	4	-0.16549567243800672
gene-SYNPCC7002_RS09180	SYNPCC7002_A1833	8	0.03548009940068725
gene-SYNPCC7002_RS09180	SYNPCC7002_A1833	30	-1.1479781144514958
gene-SYNPCC7002_RS09185	SYNPCC7002_A1834	0.04	0.9106485999008606
gene-SYNPCC7002_RS09185	SYNPCC7002_A1834	4	-0.1301740458905507
gene-SYNPCC7002_RS09185	SYNPCC7002_A1834	8	0.07615016683157283
gene-SYNPCC7002_RS09185	SYNPCC7002_A1834	30	-0.8566247208418882
gene-SYNPCC7002_RS09190	SYNPCC7002_A1835	0.04	-1.5764568959235157
gene-SYNPCC7002_RS09190	SYNPCC7002_A1835	4	0.6659081087672551
gene-SYNPCC7002_RS09190	SYNPCC7002_A1835	8	0.2417099738283414
gene-SYNPCC7002_RS09190	SYNPCC7002_A1835	30	0.6688388133279076
gene-SYNPCC7002_RS09195	SYNPCC7002_A1836	0.04	-0.0838802892706397
gene-SYNPCC7002_RS09195	SYNPCC7002_A1836	4	-0.7873101992725657
gene-SYNPCC7002_RS09195	SYNPCC7002_A1836	8	-0.6662825248559294
gene-SYNPCC7002_RS09195	SYNPCC7002_A1836	30	1.5374730133991406
gene-SYNPCC7002_RS09200	SYNPCC7002_A1837	0.04	-0.8697174317796934
gene-SYNPCC7002_RS09200	SYNPCC7002_A1837	4	1.001035178818022
gene-SYNPCC7002_RS09200	SYNPCC7002_A1837	8	0.8732190520378132
gene-SYNPCC7002_RS09200	SYNPCC7002_A1837	30	-1.0045367990761358
gene-SYNPCC7002_RS09205	SYNPCC7002_A1838	0.04	-0.641256140787597
gene-SYNPCC7002_RS09205	SYNPCC7002_A1838	4	0.6728011860938475
gene-SYNPCC7002_RS09205	SYNPCC7002_A1838	8	0.9958509001106688
gene-SYNPCC7002_RS09205	SYNPCC7002_A1838	30	-1.0273959454169304
gene-SYNPCC7002_RS09210	SYNPCC7002_A1839	0.04	0.8369497594702688
gene-SYNPCC7002_RS09210	SYNPCC7002_A1839	4	-1.0166154224704558
gene-SYNPCC7002_RS09210	SYNPCC7002_A1839	8	-0.7596393531908094
gene-SYNPCC7002_RS09210	SYNPCC7002_A1839	30	0.9393050161909965
gene-SYNPCC7002_RS09215	SYNPCC7002_A1840	0.04	1.4540159215822848
gene-SYNPCC7002_RS09215	SYNPCC7002_A1840	4	-0.3076603945956687
gene-SYNPCC7002_RS09215	SYNPCC7002_A1840	8	-1.0706551515725684
gene-SYNPCC7002_RS09215	SYNPCC7002_A1840	30	-0.07570037541404347
gene-SYNPCC7002_RS09220	SYNPCC7002_A1841	0.04	-1.6418793567345331
gene-SYNPCC7002_RS09220	SYNPCC7002_A1841	4	0.5278737334918338
gene-SYNPCC7002_RS09220	SYNPCC7002_A1841	8	0.37534374118495606
gene-SYNPCC7002_RS09220	SYNPCC7002_A1841	30	0.7386618820577419
gene-SYNPCC7002_RS09225	SYNPCC7002_A1842	0.04	0.5392391552400222
gene-SYNPCC7002_RS09225	SYNPCC7002_A1842	4	0.16679512232162758
gene-SYNPCC7002_RS09225	SYNPCC7002_A1842	8	-0.927022299888041
gene-SYNPCC7002_RS09225	SYNPCC7002_A1842	30	0.22098802232638382
gene-SYNPCC7002_RS09230	SYNPCC7002_A1843	0.04	0.035932249848539086
gene-SYNPCC7002_RS09230	SYNPCC7002_A1843	4	-0.8566367311792074
gene-SYNPCC7002_RS09230	SYNPCC7002_A1843	8	-0.7197613190947252
gene-SYNPCC7002_RS09230	SYNPCC7002_A1843	30	1.540465800425399
gene-SYNPCC7002_RS09235	SYNPCC7002_A1844	0.04	1.2958279413023421
gene-SYNPCC7002_RS09235	SYNPCC7002_A1844	4	-0.7993468986994157
gene-SYNPCC7002_RS09235	SYNPCC7002_A1844	8	-1.008458609852221
gene-SYNPCC7002_RS09235	SYNPCC7002_A1844	30	0.5119775672492879
gene-SYNPCC7002_RS09240	SYNPCC7002_A1845	0.04	1.4943469353831207
gene-SYNPCC7002_RS09240	SYNPCC7002_A1845	4	-0.20009125269983322
gene-SYNPCC7002_RS09240	SYNPCC7002_A1845	8	-0.1650026675441697
gene-SYNPCC7002_RS09240	SYNPCC7002_A1845	30	-1.1292530151391125
gene-SYNPCC7002_RS09245	SYNPCC7002_A1846	0.04	0.391528126082265
gene-SYNPCC7002_RS09245	SYNPCC7002_A1846	4	0.3569443815862478
gene-SYNPCC7002_RS09245	SYNPCC7002_A1846	8	0.6157842649830074
gene-SYNPCC7002_RS09245	SYNPCC7002_A1846	30	-1.364256772651523
gene-SYNPCC7002_RS09250	SYNPCC7002_A1847	0.04	-0.6173714841006056
gene-SYNPCC7002_RS09250	SYNPCC7002_A1847	4	-0.8345187100908635
gene-SYNPCC7002_RS09250	SYNPCC7002_A1847	8	0.22282311587350775
gene-SYNPCC7002_RS09250	SYNPCC7002_A1847	30	1.2290670783179902
gene-SYNPCC7002_RS09255	SYNPCC7002_A1848	0.04	-1.3902289442257445
gene-SYNPCC7002_RS09255	SYNPCC7002_A1848	4	0.11145794547288118
gene-SYNPCC7002_RS09255	SYNPCC7002_A1848	8	0.6325584784029892
gene-SYNPCC7002_RS09255	SYNPCC7002_A1848	30	0.646212520349857
gene-SYNPCC7002_RS09260	SYNPCC7002_A1849	0.04	0.14358892322811603
gene-SYNPCC7002_RS09260	SYNPCC7002_A1849	4	0.7450881006315436
gene-SYNPCC7002_RS09260	SYNPCC7002_A1849	8	0.4806581710852468
gene-SYNPCC7002_RS09260	SYNPCC7002_A1849	30	-1.3693351949448906
gene-SYNPCC7002_RS09265	SYNPCC7002_A1850	0.04	1.1780678056560485
gene-SYNPCC7002_RS09265	SYNPCC7002_A1850	4	-0.6993001674978561
gene-SYNPCC7002_RS09265	SYNPCC7002_A1850	8	-1.1348364854099164
gene-SYNPCC7002_RS09265	SYNPCC7002_A1850	30	0.6560688472517283
gene-SYNPCC7002_RS09270	SYNPCC7002_A1851	0.04	1.3891361250118512
gene-SYNPCC7002_RS09270	SYNPCC7002_A1851	4	-1.0403418826865687
gene-SYNPCC7002_RS09270	SYNPCC7002_A1851	8	-0.13738195285414997
gene-SYNPCC7002_RS09270	SYNPCC7002_A1851	30	-0.21141228947110643
gene-SYNPCC7002_RS09275	SYNPCC7002_A1852	0.04	0.888220438376597
gene-SYNPCC7002_RS09275	SYNPCC7002_A1852	4	-0.3220710911423698
gene-SYNPCC7002_RS09275	SYNPCC7002_A1852	8	-0.3968207160556881
gene-SYNPCC7002_RS09275	SYNPCC7002_A1852	30	-0.1693286311785367
gene-SYNPCC7002_RS09280	SYNPCC7002_A1853	0.04	-1.4672267974948663
gene-SYNPCC7002_RS09280	SYNPCC7002_A1853	4	0.38718677768486126
gene-SYNPCC7002_RS09280	SYNPCC7002_A1853	8	0.2871327712242707
gene-SYNPCC7002_RS09280	SYNPCC7002_A1853	30	0.7929072485857217
gene-SYNPCC7002_RS09285	SYNPCC7002_A1854	0.04	-1.4439893244941149
gene-SYNPCC7002_RS09285	SYNPCC7002_A1854	4	0.49456522335331204
gene-SYNPCC7002_RS09285	SYNPCC7002_A1854	8	0.7800052959749435
gene-SYNPCC7002_RS09285	SYNPCC7002_A1854	30	0.16941880516586516
gene-SYNPCC7002_RS09290	SYNPCC7002_A1855	0.04	1.3313944597421792
gene-SYNPCC7002_RS09290	SYNPCC7002_A1855	4	-1.020282390540656
gene-SYNPCC7002_RS09290	SYNPCC7002_A1855	8	-0.6587031591085525
gene-SYNPCC7002_RS09290	SYNPCC7002_A1855	30	0.34759108990702303
gene-SYNPCC7002_RS09295	SYNPCC7002_A1856	0.04	-0.6135471725632443
gene-SYNPCC7002_RS09295	SYNPCC7002_A1856	4	-0.001249227027710801
gene-SYNPCC7002_RS09295	SYNPCC7002_A1856	8	-0.5241881925192592
gene-SYNPCC7002_RS09295	SYNPCC7002_A1856	30	1.1389845921102228
gene-SYNPCC7002_RS09300	SYNPCC7002_A1857	0.04	-1.558459596782613
gene-SYNPCC7002_RS09300	SYNPCC7002_A1857	4	0.6928647214027135
gene-SYNPCC7002_RS09300	SYNPCC7002_A1857	8	0.5589546887745842
gene-SYNPCC7002_RS09300	SYNPCC7002_A1857	30	0.3066401866053136
gene-SYNPCC7002_RS09305	SYNPCC7002_A1858	0.04	-1.52454001955461
gene-SYNPCC7002_RS09305	SYNPCC7002_A1858	4	0.5726114010661125
gene-SYNPCC7002_RS09305	SYNPCC7002_A1858	8	0.9976371115768734
gene-SYNPCC7002_RS09305	SYNPCC7002_A1858	30	-0.045708493088369884
gene-SYNPCC7002_RS09310	SYNPCC7002_A1859	0.04	0.930456612451843
gene-SYNPCC7002_RS09310	SYNPCC7002_A1859	4	0.04204168888017111
gene-SYNPCC7002_RS09310	SYNPCC7002_A1859	8	0.4595821430054801
gene-SYNPCC7002_RS09310	SYNPCC7002_A1859	30	-1.4320804443374942
gene-SYNPCC7002_RS09315	SYNPCC7002_A1860	0.04	1.5843970490769455
gene-SYNPCC7002_RS09315	SYNPCC7002_A1860	4	-0.3046963425846996
gene-SYNPCC7002_RS09315	SYNPCC7002_A1860	8	-0.34985247844751166
gene-SYNPCC7002_RS09315	SYNPCC7002_A1860	30	-0.9298482280447398
gene-SYNPCC7002_RS09320	SYNPCC7002_A1861	0.04	1.2267494598628246
gene-SYNPCC7002_RS09320	SYNPCC7002_A1861	4	-0.6801023881813131
