Geneid	alanine	arginine	asparagine	aspartic.acid	cysteine	glutamine	glutamic.acid	glycine	histidine	isoleucine	leucine	lysine	methionine	phenylalanine	proline	serine	threonine	tryptophan	tyrosine	valine
gene-SYNPCC7002_RS08105	31	16	5	19	3	20	16	33	7	19	46	17	4	10	23	21	30	5	14	14
gene-SYNPCC7002_RS08110	45	21	5	15	6	34	27	16	5	26	62	12	1	16	26	19	24	6	6	20
gene-SYNPCC7002_RS08115	28	16	17	16	4	19	11	15	2	15	30	13	3	19	13	11	11	7	14	7
gene-SYNPCC7002_RS08120	13	7	7	11	0	7	7	8	4	3	12	6	3	7	1	4	6	0	3	14
gene-SYNPCC7002_RS08125	40	23	14	34	0	22	34	50	1	25	50	46	24	13	17	21	21	1	4	37
gene-SYNPCC7002_RS08130	49	24	16	23	5	29	26	38	11	29	47	29	2	29	28	26	30	7	13	37
gene-SYNPCC7002_RS08135	13	15	8	12	1	12	14	7	3	14	15	6	3	9	4	15	5	5	4	15
gene-SYNPCC7002_RS08140	8	3	6	0	3	4	7	5	6	4	6	9	0	2	3	7	2	1	0	2
gene-SYNPCC7002_RS08145	13	10	9	8	4	6	14	26	6	14	13	12	4	15	11	11	12	2	2	12
gene-SYNPCC7002_RS08150	16	17	11	7	1	15	16	23	5	20	32	9	8	4	12	12	10	0	5	17
gene-SYNPCC7002_RS08155	23	17	5	22	6	17	11	28	15	13	39	6	3	11	18	8	19	2	13	23
gene-SYNPCC7002_RS08160	8	11	4	7	0	2	11	9	0	3	4	5	2	3	4	6	4	1	4	6
gene-SYNPCC7002_RS08165	41	20	19	34	7	17	27	34	11	24	42	25	9	25	34	25	26	8	22	22
gene-SYNPCC7002_RS08170	23	13	8	14	1	3	10	10	1	11	16	4	5	7	4	9	11	0	9	9
gene-SYNPCC7002_RS08175	33	19	8	16	6	24	12	12	6	12	41	8	9	9	16	22	14	2	8	27
gene-SYNPCC7002_RS08185	48	22	9	16	3	35	13	24	13	16	44	7	6	24	41	12	16	6	9	25
gene-SYNPCC7002_RS08190	34	14	12	19	2	13	14	23	4	18	22	9	2	5	10	7	18	2	7	24
gene-SYNPCC7002_RS08195	9	6	1	7	2	3	4	6	1	5	10	3	2	4	5	7	6	3	5	8
gene-SYNPCC7002_RS08200	39	36	25	22	2	36	34	49	3	26	59	15	1	19	25	29	40	11	21	37
gene-SYNPCC7002_RS08205	86	65	34	74	5	69	86	64	16	63	119	40	25	34	69	72	57	5	23	65
gene-SYNPCC7002_RS08210	34	11	14	12	1	8	27	21	4	18	21	13	3	7	5	11	18	3	5	13
gene-SYNPCC7002_RS08215	27	28	15	18	7	29	32	22	8	23	59	20	9	14	22	20	21	5	7	25
gene-SYNPCC7002_RS08220	25	13	10	16	10	12	16	29	8	21	22	6	8	11	15	8	22	3	5	20
gene-SYNPCC7002_RS08225	3	5	2	3	1	3	4	3	1	7	4	5	1	3	3	4	4	1	3	8
gene-SYNPCC7002_RS08230	24	15	12	15	0	15	9	31	8	14	25	9	1	13	24	25	21	4	10	28
gene-SYNPCC7002_RS08235	42	34	21	30	2	35	33	26	4	45	77	23	8	26	25	32	30	7	11	30
gene-SYNPCC7002_RS08240	14	19	7	11	4	11	13	30	11	20	25	5	1	9	11	12	11	1	6	23
gene-SYNPCC7002_RS08245	12	7	4	11	1	10	14	6	3	12	26	9	3	11	11	7	6	3	3	6
gene-SYNPCC7002_RS08250	28	23	8	13	1	28	12	21	2	8	46	2	6	7	11	15	25	5	7	20
gene-SYNPCC7002_RS08255	10	8	6	5	6	11	16	7	12	8	24	10	3	3	6	10	10	3	3	8
gene-SYNPCC7002_RS16140	40	24	24	22	7	36	20	31	9	29	63	17	3	19	39	30	29	10	20	22
gene-SYNPCC7002_RS08265	17	11	1	4	2	12	7	8	0	4	18	3	3	4	8	8	6	5	2	10
gene-SYNPCC7002_RS08275	48	26	24	30	6	25	35	33	15	39	41	24	11	18	19	23	30	5	17	38
gene-SYNPCC7002_RS08280	28	9	8	17	4	23	15	28	5	18	41	22	8	9	26	9	20	5	7	25
gene-SYNPCC7002_RS08285	39	25	19	25	2	20	20	40	3	23	28	14	7	17	23	22	28	1	0	42
gene-SYNPCC7002_RS08290	6	13	1	12	0	13	12	5	4	12	20	5	3	2	6	11	8	4	6	2
gene-SYNPCC7002_RS08295	63	35	22	37	7	29	47	42	9	32	56	33	12	18	25	27	33	7	21	45
gene-SYNPCC7002_RS08305	58	32	23	36	3	23	37	50	9	48	48	31	16	13	29	36	37	2	7	59
gene-SYNPCC7002_RS08310	22	3	4	6	1	15	17	5	0	8	19	5	1	6	9	13	12	3	0	3
gene-SYNPCC7002_RS08315	26	15	5	20	0	25	24	7	4	16	34	16	2	11	20	10	16	5	4	14
gene-SYNPCC7002_RS08320	16	3	2	2	0	11	14	3	2	7	16	8	0	4	2	4	6	3	0	6
gene-SYNPCC7002_RS08330	14	18	16	15	4	14	11	31	1	13	20	3	3	9	15	19	23	3	9	16
gene-SYNPCC7002_RS08335	4	13	5	6	0	11	10	17	2	10	14	3	2	5	3	10	9	6	9	7
gene-SYNPCC7002_RS08340	46	35	22	26	8	35	28	31	8	35	53	26	18	22	31	32	35	7	17	24
gene-SYNPCC7002_RS08345	9	8	9	10	4	13	15	10	2	9	24	10	3	9	11	10	13	3	3	12
gene-SYNPCC7002_RS08350	86	27	37	34	16	27	56	77	15	44	62	28	16	21	39	36	48	9	20	64
gene-SYNPCC7002_RS08355	4	6	2	2	0	3	5	6	4	5	7	6	0	5	2	3	7	1	2	2
gene-SYNPCC7002_RS08360	6	0	2	3	0	7	10	3	3	6	12	4	1	1	4	2	4	0	3	4
gene-SYNPCC7002_RS08365	5	11	6	13	3	9	15	5	4	8	23	10	4	6	6	8	4	2	8	7
gene-SYNPCC7002_RS08370	38	11	20	12	0	21	10	41	4	32	59	8	1	19	12	29	19	9	3	27
gene-SYNPCC7002_RS08375	82	47	33	49	8	46	82	72	19	58	71	51	12	41	31	40	48	5	17	64
gene-SYNPCC7002_RS08380	12	9	7	9	2	9	5	8	2	6	16	4	4	3	11	3	5	3	5	9
gene-SYNPCC7002_RS08385	53	33	22	21	0	48	36	33	1	33	55	11	2	16	8	18	26	0	3	36
gene-SYNPCC7002_RS08390	18	15	7	11	1	11	17	13	6	14	29	9	7	14	16	16	14	0	6	18
gene-SYNPCC7002_RS08395	29	10	13	16	3	7	10	25	4	15	27	12	6	7	8	17	16	2	7	23
gene-SYNPCC7002_RS08400	26	23	8	17	0	18	22	19	6	17	27	19	4	15	11	13	14	2	9	19
gene-SYNPCC7002_RS08405	18	20	21	21	4	10	36	14	4	36	23	22	9	18	7	21	9	4	11	10
gene-SYNPCC7002_RS08410	10	11	10	11	6	13	17	11	3	9	22	6	2	9	13	13	13	5	2	6
gene-SYNPCC7002_RS08415	10	8	4	6	2	12	20	9	3	12	23	9	1	7	8	13	11	3	9	12
gene-SYNPCC7002_RS08420	35	23	18	23	8	27	22	29	8	19	42	17	1	16	12	13	18	7	13	22
gene-SYNPCC7002_RS08425	50	20	8	17	6	37	22	43	10	25	60	23	14	22	37	13	30	3	13	29
gene-SYNPCC7002_RS08430	88	34	32	48	14	20	66	75	13	46	86	49	24	28	57	41	57	7	17	65
gene-SYNPCC7002_RS08435	17	22	42	41	5	28	38	23	9	62	51	50	5	33	12	53	28	3	18	31
gene-SYNPCC7002_RS08440	5	1	3	4	1	5	10	2	1	1	10	4	0	1	2	6	6	1	3	1
gene-SYNPCC7002_RS08445	7	8	1	10	3	7	10	3	5	10	10	8	2	7	4	11	11	4	4	11
gene-SYNPCC7002_RS08450	2	3	4	6	2	10	8	1	3	7	16	3	0	1	0	6	4	1	0	2
gene-SYNPCC7002_RS08455	7	3	2	3	0	4	1	9	0	7	19	0	2	7	5	5	2	2	2	7
gene-SYNPCC7002_RS08460	8	6	6	5	0	6	10	12	2	5	7	3	3	4	5	6	5	1	0	5
gene-SYNPCC7002_RS08465	30	9	6	9	2	9	12	12	5	15	29	7	6	5	18	4	19	3	7	10
gene-SYNPCC7002_RS08470	19	10	3	7	4	7	9	11	7	12	5	5	2	7	8	7	7	3	6	12
gene-SYNPCC7002_RS08475	70	22	17	30	6	22	34	42	8	28	47	30	6	22	23	29	30	4	12	33
gene-SYNPCC7002_RS08480	14	14	5	16	0	6	11	11	2	17	21	12	1	3	8	4	12	0	4	15
gene-SYNPCC7002_RS08485	9	3	3	3	0	2	9	2	4	3	8	4	2	4	10	3	1	3	2	4
gene-SYNPCC7002_RS08490	81	36	28	63	9	39	58	52	12	47	68	56	18	31	49	34	50	20	33	67
gene-SYNPCC7002_RS08495	10	3	2	9	1	6	4	5	2	11	10	8	1	9	9	4	5	2	3	5
gene-SYNPCC7002_RS08500	8	3	2	6	1	8	6	2	0	9	14	12	2	2	4	4	1	1	3	5
gene-SYNPCC7002_RS16145	19	9	11	11	5	14	6	18	2	12	7	2	1	4	19	13	18	6	4	13
gene-SYNPCC7002_RS08510	6	2	5	19	0	2	5	13	1	5	7	1	0	6	4	2	6	3	2	8
gene-SYNPCC7002_RS08515	27	22	34	34	7	44	52	17	10	48	67	46	9	27	16	45	18	6	27	20
gene-SYNPCC7002_RS08520	17	9	6	14	4	37	14	10	12	10	36	4	5	11	15	7	19	6	12	5
gene-SYNPCC7002_RS08525	44	29	16	27	4	26	50	38	13	29	57	35	9	29	25	22	30	6	17	31
gene-SYNPCC7002_RS08530	15	7	10	13	1	13	11	25	3	10	23	15	5	8	4	14	8	2	6	8
gene-SYNPCC7002_RS08535	40	13	8	20	1	26	18	36	11	19	41	20	9	12	13	10	23	6	10	26
gene-SYNPCC7002_RS08540	70	28	23	28	10	50	51	33	17	45	79	24	4	15	106	38	59	5	8	48
gene-SYNPCC7002_RS08545	35	17	12	18	0	33	40	20	3	23	42	11	3	10	28	17	31	12	8	18
gene-SYNPCC7002_RS08550	18	19	18	19	3	18	17	22	4	20	20	12	5	5	20	17	25	10	5	15
gene-SYNPCC7002_RS08555	46	40	18	26	2	29	26	25	15	33	56	21	3	16	34	29	32	5	18	23
gene-SYNPCC7002_RS08560	24	19	4	19	3	17	17	7	5	13	27	6	9	7	7	10	7	0	9	11
gene-SYNPCC7002_RS08565	20	12	5	18	4	12	9	12	3	14	29	12	3	5	16	14	14	2	7	11
gene-SYNPCC7002_RS08570	44	17	8	20	9	29	27	30	18	31	44	16	5	8	24	8	36	5	9	25
gene-SYNPCC7002_RS08575	20	16	22	19	1	21	32	18	4	21	53	32	6	24	21	19	27	3	14	22
gene-SYNPCC7002_RS08580	9	9	14	6	5	7	1	13	4	7	4	1	4	7	6	11	13	3	5	9
gene-SYNPCC7002_RS08585	39	21	14	12	1	11	11	22	3	36	69	11	13	25	18	28	17	8	8	31
gene-SYNPCC7002_RS08590	36	19	12	31	6	21	23	37	6	28	35	22	5	14	17	27	30	1	12	34
gene-SYNPCC7002_RS08595	33	16	12	20	2	12	16	31	13	17	30	13	6	11	17	16	17	4	15	28
gene-SYNPCC7002_RS08600	5	9	5	2	2	4	9	2	1	7	16	11	3	6	5	5	8	3	2	9
gene-SYNPCC7002_RS08605	12	4	1	26	1	8	32	5	3	12	26	3	5	6	13	9	10	1	6	12
gene-SYNPCC7002_RS08610	40	15	10	15	0	25	27	24	2	23	35	7	3	19	32	14	31	13	7	19
gene-SYNPCC7002_RS08615	33	19	7	14	6	27	21	11	6	11	38	9	1	11	16	21	19	4	6	14
gene-SYNPCC7002_RS08620	26	18	19	13	1	25	9	26	2	38	54	8	4	31	18	27	16	5	7	28
gene-SYNPCC7002_RS08625	39	20	13	9	0	15	13	26	1	31	45	11	6	21	19	30	21	6	11	30
gene-SYNPCC7002_RS08630	56	44	19	32	8	43	42	55	13	38	82	27	11	25	26	26	48	5	18	34
gene-SYNPCC7002_RS08635	65	18	18	18	0	50	29	27	0	22	37	17	1	11	13	12	30	0	7	37
gene-SYNPCC7002_RS08640	17	20	5	4	5	13	10	18	4	14	31	8	4	8	17	11	19	8	15	18
gene-SYNPCC7002_RS08645	6	9	3	10	1	3	7	7	3	6	14	5	3	8	9	9	10	3	1	9
gene-SYNPCC7002_RS08650	22	10	6	7	2	15	6	18	7	12	22	7	1	8	12	11	15	9	7	12
gene-SYNPCC7002_RS08655	50	35	14	33	12	54	24	42	16	46	74	18	5	27	41	37	43	17	13	25
gene-SYNPCC7002_RS08660	44	21	11	24	4	13	39	25	4	21	39	18	3	12	12	12	13	2	5	41
gene-SYNPCC7002_RS08665	21	11	9	16	0	25	12	12	4	11	29	8	0	13	19	14	18	7	8	20
gene-SYNPCC7002_RS08670	38	8	9	13	2	20	11	24	8	19	31	10	7	8	20	10	16	7	4	22
gene-SYNPCC7002_RS08675	12	11	7	10	0	9	8	13	1	18	30	13	2	16	13	7	9	4	17	12
gene-SYNPCC7002_RS08680	21	8	8	9	2	11	12	11	7	19	25	8	1	9	19	10	12	1	4	13
gene-SYNPCC7002_RS08685	26	4	7	9	4	5	3	23	5	31	39	10	5	20	9	23	18	4	10	31
gene-SYNPCC7002_RS08690	15	14	9	13	3	16	16	18	5	18	29	13	7	10	11	18	19	1	8	21
gene-SYNPCC7002_RS08700	21	2	7	8	0	16	8	7	4	9	15	1	2	6	13	7	8	0	7	10
gene-SYNPCC7002_RS08705	70	35	22	47	11	59	41	54	19	46	89	36	3	32	38	32	52	12	18	44
gene-SYNPCC7002_RS08710	24	14	11	19	3	22	12	7	6	12	24	9	3	7	9	7	13	3	12	5
gene-SYNPCC7002_RS08715	56	13	13	10	3	16	14	41	0	34	71	10	7	13	14	25	20	10	10	37
gene-SYNPCC7002_RS08720	5	12	2	1	0	3	4	2	1	4	1	8	0	4	1	2	2	0	0	5
gene-SYNPCC7002_RS08725	46	9	13	14	8	23	16	32	7	22	40	15	5	11	16	17	27	5	15	26
gene-SYNPCC7002_RS08730	53	22	26	30	11	28	33	46	16	32	56	34	7	27	27	29	43	6	17	32
gene-SYNPCC7002_RS08735	18	15	3	9	5	11	15	13	2	12	22	11	2	5	12	6	12	0	6	17
gene-SYNPCC7002_RS08740	26	3	7	7	1	7	5	23	3	11	15	7	3	3	9	7	9	2	1	15
gene-SYNPCC7002_RS08745	7	3	1	8	5	9	9	5	6	10	11	5	2	4	8	5	9	1	4	8
gene-SYNPCC7002_RS08750	18	9	11	19	5	8	16	14	10	10	28	11	7	5	9	8	13	3	5	21
gene-SYNPCC7002_RS08755	44	4	16	22	2	15	31	25	2	26	36	7	2	18	17	21	26	5	5	21
gene-SYNPCC7002_RS08760	20	12	6	8	3	6	7	19	0	39	41	11	7	16	19	16	11	9	5	20
gene-SYNPCC7002_RS08765	16	12	4	10	1	18	21	21	10	18	27	15	7	11	11	11	11	2	9	22
gene-SYNPCC7002_RS08770	33	22	10	26	8	13	25	35	12	28	30	14	7	15	27	18	24	5	10	27
gene-SYNPCC7002_RS08775	12	3	3	5	3	8	6	17	7	9	10	4	1	3	10	11	20	3	3	12
gene-SYNPCC7002_RS08780	37	16	11	20	4	7	24	24	4	21	26	18	11	10	18	14	19	5	13	24
gene-SYNPCC7002_RS16150	24	32	20	26	4	26	31	18	12	28	41	20	0	19	18	28	20	9	16	26
gene-SYNPCC7002_RS08790	18	17	4	14	3	7	21	10	2	16	25	9	3	5	12	12	9	4	9	5
gene-SYNPCC7002_RS08795	88	40	42	65	11	45	65	59	21	46	94	58	9	35	45	47	64	24	43	61
gene-SYNPCC7002_RS08800	26	4	6	5	2	7	7	23	4	23	38	6	6	15	9	15	7	7	4	19
gene-SYNPCC7002_RS08805	9	4	3	7	0	6	4	4	0	9	11	3	2	4	6	9	9	3	4	4
gene-SYNPCC7002_RS08810	49	26	13	25	1	13	22	59	15	18	41	10	12	43	30	27	27	19	12	44
gene-SYNPCC7002_RS08815	4	6	5	5	0	7	8	6	2	9	9	5	3	2	10	3	7	5	3	5
gene-SYNPCC7002_RS08820	24	15	13	17	3	16	9	26	4	22	29	8	1	12	16	17	18	4	6	13
gene-SYNPCC7002_RS08825	15	6	9	10	3	10	10	20	8	20	21	9	2	6	13	8	10	1	6	16
gene-SYNPCC7002_RS08830	24	7	3	4	2	7	6	3	4	12	24	7	2	6	8	10	9	5	5	13
gene-SYNPCC7002_RS08835	14	8	6	9	1	11	16	7	8	7	28	1	1	4	13	6	7	4	3	8
gene-SYNPCC7002_RS08840	5	3	1	1	0	2	3	4	1	0	7	4	3	4	3	5	6	1	2	3
gene-SYNPCC7002_RS08845	31	15	14	28	1	16	10	25	9	20	28	18	3	16	19	9	13	3	13	18
gene-SYNPCC7002_RS08850	10	8	4	10	1	4	7	7	3	13	17	11	1	13	8	3	12	3	6	5
gene-SYNPCC7002_RS08855	48	28	16	26	11	24	24	45	12	26	62	19	10	17	36	28	24	9	17	30
gene-SYNPCC7002_RS08860	18	38	13	12	1	22	32	17	5	20	29	9	5	12	11	22	20	6	15	17
gene-SYNPCC7002_RS08865	9	15	8	8	4	18	16	20	5	15	28	10	2	8	10	15	7	4	6	12
gene-SYNPCC7002_RS08870	70	39	19	53	12	38	49	57	22	29	85	54	7	30	35	34	34	17	27	51
gene-SYNPCC7002_RS08875	40	27	16	29	4	34	38	28	9	21	59	37	2	26	16	29	28	11	22	25
gene-SYNPCC7002_RS08880	23	16	12	16	4	10	24	21	8	19	20	17	3	12	11	16	21	3	12	17
gene-SYNPCC7002_RS08885	3	0	4	6	0	8	7	2	2	11	7	4	0	1	4	4	4	2	2	4
gene-SYNPCC7002_RS08890	10	4	2	5	2	5	6	2	3	13	17	6	3	2	8	15	8	7	2	7
gene-SYNPCC7002_RS08895	14	15	5	11	3	4	13	16	6	14	23	13	3	9	11	14	15	4	7	9
gene-SYNPCC7002_RS08900	41	49	17	28	9	29	43	35	14	36	64	24	6	20	26	34	19	9	16	32
gene-SYNPCC7002_RS08905	2	10	2	5	3	8	8	2	1	4	15	8	0	3	2	4	4	5	6	4
gene-SYNPCC7002_RS08920	15	14	7	3	0	9	7	9	4	13	16	4	3	11	7	11	9	3	3	6
gene-SYNPCC7002_RS08925	8	13	15	9	1	9	13	16	0	14	26	10	2	9	9	7	10	2	7	15
gene-SYNPCC7002_RS08930	38	21	14	24	1	25	14	32	5	27	46	15	3	5	12	21	30	3	6	31
gene-SYNPCC7002_RS08935	30	18	13	17	5	19	22	11	8	13	32	17	4	13	22	11	22	7	10	23
gene-SYNPCC7002_RS08940	63	30	20	32	5	29	34	40	13	37	69	20	10	21	37	29	22	7	14	35
gene-SYNPCC7002_RS08945	20	15	7	10	5	7	16	20	3	18	24	15	5	8	21	9	21	4	10	13
gene-SYNPCC7002_RS08950	17	14	6	12	1	14	15	5	4	13	17	13	2	3	13	7	7	3	10	15
gene-SYNPCC7002_RS08955	15	14	6	18	1	19	6	9	5	6	26	7	4	12	12	13	7	2	10	19
gene-SYNPCC7002_RS08960	58	30	24	38	14	54	41	49	17	34	98	21	7	10	68	35	53	12	21	51
gene-SYNPCC7002_RS08965	22	18	8	11	0	10	16	13	3	17	31	9	2	9	12	14	20	2	2	16
gene-SYNPCC7002_RS08970	13	11	7	8	0	9	8	12	4	18	47	3	7	10	18	24	15	12	9	21
gene-SYNPCC7002_RS08975	27	14	8	14	5	19	20	26	6	14	32	11	5	12	12	11	16	8	9	15
gene-SYNPCC7002_RS08980	12	8	5	9	2	16	12	8	3	17	18	9	3	9	13	12	16	4	2	8
gene-SYNPCC7002_RS08985	38	22	7	10	1	17	10	50	3	36	59	6	12	29	19	19	22	16	13	24
gene-SYNPCC7002_RS08990	12	5	5	7	8	9	6	7	0	10	12	9	3	5	7	3	9	1	1	14
gene-SYNPCC7002_RS08995	26	7	5	12	0	13	24	4	1	14	21	6	5	14	9	11	25	1	4	5
gene-SYNPCC7002_RS09000	3	6	4	5	3	9	9	3	2	6	9	7	2	4	8	7	6	2	8	7
gene-SYNPCC7002_RS09005	6	7	6	5	0	10	17	5	2	6	18	6	3	3	5	14	9	1	3	7
gene-SYNPCC7002_RS09010	40	29	18	30	11	12	31	45	13	15	46	21	8	23	22	16	34	8	15	33
gene-SYNPCC7002_RS09015	25	5	12	6	4	19	13	20	5	20	12	3	2	4	28	17	23	1	4	11
gene-SYNPCC7002_RS09020	75	36	35	24	9	37	34	63	22	38	33	20	6	20	25	66	42	6	13	56
gene-SYNPCC7002_RS09025	8	6	3	6	0	4	6	12	0	6	8	6	2	2	3	5	5	1	3	12
gene-SYNPCC7002_RS09030	11	9	4	3	0	4	9	9	2	6	6	2	2	2	5	8	6	0	3	20
gene-SYNPCC7002_RS09035	11	8	3	2	0	2	11	9	2	8	4	2	2	2	4	6	6	0	4	16
gene-SYNPCC7002_RS09040	63	28	13	19	3	19	12	63	11	48	84	12	15	23	28	22	38	5	10	41
gene-SYNPCC7002_RS09045	53	22	19	17	4	19	16	50	5	37	112	9	20	34	33	44	44	21	18	54
gene-SYNPCC7002_RS09050	62	10	8	12	2	11	13	40	8	36	93	15	11	32	24	27	21	14	17	36
gene-SYNPCC7002_RS09055	34	15	15	20	3	18	22	26	9	16	41	16	15	24	20	17	19	7	19	21
gene-SYNPCC7002_RS09060	41	32	28	38	10	37	47	42	22	41	83	23	10	18	28	41	25	6	30	41
gene-SYNPCC7002_RS09065	15	14	10	13	2	13	14	10	3	24	25	19	3	11	15	18	16	3	7	16
gene-SYNPCC7002_RS09070	51	15	15	26	4	19	21	32	18	28	38	18	9	17	19	21	23	3	17	25
gene-SYNPCC7002_RS09075	58	20	21	28	7	38	20	28	14	18	45	14	4	16	16	20	36	3	10	35
gene-SYNPCC7002_RS09080	20	8	10	16	0	8	29	24	5	22	34	16	4	10	8	11	8	0	8	15
gene-SYNPCC7002_RS09085	41	11	20	27	7	16	37	32	8	31	37	39	9	22	18	37	28	5	20	33
gene-SYNPCC7002_RS09090	17	17	6	13	4	11	23	15	10	8	23	12	2	7	7	9	11	2	7	13
gene-SYNPCC7002_RS09095	11	19	5	12	5	13	15	27	7	19	30	14	6	15	14	16	26	4	5	13
gene-SYNPCC7002_RS09100	8	9	6	12	2	3	8	4	4	16	19	10	1	8	4	7	7	1	3	3
gene-SYNPCC7002_RS09110	31	18	12	21	3	19	17	27	4	26	29	17	4	11	15	19	22	5	17	24
gene-SYNPCC7002_RS09115	14	6	4	9	0	20	6	13	3	8	21	3	2	7	13	6	8	6	3	7
gene-SYNPCC7002_RS09120	1	3	1	2	0	7	7	0	0	1	9	2	3	4	1	3	7	0	0	2
gene-SYNPCC7002_RS09125	16	13	6	13	2	9	17	14	6	9	12	5	5	10	8	12	18	5	7	10
gene-SYNPCC7002_RS09130	3	10	3	4	0	8	7	6	3	5	12	8	2	2	0	4	6	0	2	3
gene-SYNPCC7002_RS09135	13	14	3	4	1	4	9	11	0	7	16	9	3	6	12	23	8	3	3	9
gene-SYNPCC7002_RS09140	33	15	12	13	2	11	31	29	7	21	35	21	11	9	19	18	19	2	6	36
gene-SYNPCC7002_RS17075	36	11	7	9	3	11	17	24	3	18	24	10	7	2	15	13	12	2	4	19
gene-SYNPCC7002_RS09150	54	29	23	23	6	27	40	46	11	32	49	24	6	19	23	22	29	5	11	39
gene-SYNPCC7002_RS09155	21	25	10	20	4	22	27	34	9	9	21	14	4	19	22	19	15	9	22	17
gene-SYNPCC7002_RS09160	29	13	6	11	2	17	14	19	9	15	31	8	4	4	13	8	26	1	7	24
gene-SYNPCC7002_RS09165	51	30	20	11	7	27	18	46	13	39	69	10	10	29	30	37	29	23	23	31
gene-SYNPCC7002_RS09170	7	4	10	4	0	10	8	9	3	5	12	3	5	4	3	13	1	1	3	7
gene-SYNPCC7002_RS09175	29	28	9	17	0	20	28	14	5	16	44	30	6	3	9	14	18	3	10	14
gene-SYNPCC7002_RS09180	25	7	5	10	0	8	11	11	6	20	37	5	5	15	10	13	14	8	5	19
gene-SYNPCC7002_RS09185	4	1	0	1	0	1	1	2	0	3	6	1	0	1	1	2	2	0	1	3
gene-SYNPCC7002_RS09190	23	12	6	15	5	21	14	18	4	9	25	7	1	10	10	11	22	5	5	18
gene-SYNPCC7002_RS09195	15	9	6	9	5	9	9	6	4	5	13	3	1	6	5	7	9	1	4	14
gene-SYNPCC7002_RS09200	52	13	26	19	3	36	26	30	0	26	36	11	1	25	20	16	23	0	6	35
gene-SYNPCC7002_RS09205	57	33	18	44	7	20	44	60	17	35	46	35	17	21	40	27	37	20	24	51
gene-SYNPCC7002_RS09210	54	18	17	31	0	27	34	21	8	28	62	6	11	15	28	15	29	16	11	17
gene-SYNPCC7002_RS09215	25	17	3	10	1	15	6	19	4	14	23	14	5	15	6	8	6	3	4	22
gene-SYNPCC7002_RS09220	24	13	7	10	2	11	13	13	2	10	13	11	6	10	14	8	11	4	8	7
gene-SYNPCC7002_RS09225	15	12	5	5	0	11	6	22	7	12	48	7	6	12	10	8	8	7	5	14
gene-SYNPCC7002_RS09230	54	41	32	33	1	35	45	35	10	48	77	38	12	28	39	29	30	8	24	36
gene-SYNPCC7002_RS09235	37	24	17	27	0	23	31	30	2	27	43	12	9	8	17	35	30	3	12	27
gene-SYNPCC7002_RS09240	10	8	3	5	0	4	3	4	2	13	3	3	2	2	4	7	5	0	1	10
gene-SYNPCC7002_RS09245	15	11	6	8	0	9	19	14	3	13	20	8	2	9	11	7	11	1	5	11
gene-SYNPCC7002_RS09250	19	10	7	14	2	10	12	17	3	20	19	8	6	7	9	13	8	0	5	8
gene-SYNPCC7002_RS09255	21	11	7	19	4	17	15	23	12	16	32	12	2	11	18	3	15	5	12	14
gene-SYNPCC7002_RS09260	13	12	8	13	1	16	9	15	2	14	19	15	5	4	10	5	14	3	9	17
gene-SYNPCC7002_RS09265	7	3	4	2	3	6	6	4	1	5	9	2	2	5	6	4	7	2	7	6
gene-SYNPCC7002_RS09270	13	4	7	9	7	2	13	5	3	3	7	10	4	5	5	3	5	1	4	8
gene-SYNPCC7002_RS09275	10	7	6	2	2	11	14	8	2	5	18	1	2	7	5	3	9	1	5	8
gene-SYNPCC7002_RS09280	42	18	14	17	6	32	19	29	7	19	53	20	8	16	26	20	21	9	11	24
gene-SYNPCC7002_RS09285	12	9	6	10	3	13	12	11	7	15	25	9	0	11	11	14	17	3	10	7
gene-SYNPCC7002_RS09290	13	12	9	14	3	13	15	8	4	12	18	6	3	5	9	12	8	3	14	13
gene-SYNPCC7002_RS09295	66	57	23	36	4	71	52	55	20	43	105	49	10	34	40	42	36	4	18	56
gene-SYNPCC7002_RS09300	22	7	4	5	5	5	6	21	1	29	48	8	4	25	12	25	16	5	10	22
gene-SYNPCC7002_RS09305	16	10	10	16	0	9	17	14	3	12	8	14	2	17	2	12	21	2	10	16
gene-SYNPCC7002_RS09310	33	19	32	30	5	35	38	26	13	49	84	37	4	21	16	31	39	5	24	28
gene-SYNPCC7002_RS09315	45	36	13	27	2	24	46	20	12	28	56	40	6	20	22	17	20	18	20	30
gene-SYNPCC7002_RS09320	15	12	8	11	0	9	20	12	4	12	30	12	7	11	9	16	13	5	3	16
gene-SYNPCC7002_RS09325	46	22	29	33	5	35	40	30	22	26	61	27	9	30	30	31	43	14	26	40
gene-SYNPCC7002_RS09330	25	19	10	21	3	6	19	20	8	26	29	18	2	18	16	19	16	2	9	17
gene-SYNPCC7002_RS09335	17	16	12	18	6	18	11	15	9	13	34	12	0	14	15	8	19	1	6	14
gene-SYNPCC7002_RS09340	44	27	44	54	6	32	46	56	43	41	67	37	18	39	47	41	29	26	39	40
gene-SYNPCC7002_RS09345	38	39	15	32	0	22	39	42	3	43	44	23	4	38	23	23	23	12	12	24
gene-SYNPCC7002_RS09350	44	30	22	53	5	30	42	46	1	42	64	23	3	21	14	43	31	4	10	45
gene-SYNPCC7002_RS09355	15	12	12	9	1	8	4	11	0	8	23	3	2	11	6	13	9	3	2	9
