Geneid	signal	type	name	locus_tag	old_locus_tag	product	is.de
gene-SYNPCC7002_RS09230	No SP	protein_coding	SYNPCC7002_RS09230	SYNPCC7002_RS09230	SYNPCC7002_A1843	AarF/ABC1/UbiB kinase family protein	TRUE
gene-SYNPCC7002_RS09235	No SP	protein_coding	SYNPCC7002_RS09235	SYNPCC7002_RS09235	SYNPCC7002_A1844	S41 family peptidase	TRUE
gene-SYNPCC7002_RS09240	No SP	protein_coding	SYNPCC7002_RS09240	SYNPCC7002_RS09240	SYNPCC7002_A1845	DUF370 domain-containing protein	TRUE
gene-SYNPCC7002_RS09245	No SP	protein_coding	gmk	SYNPCC7002_RS09245	SYNPCC7002_A1846	guanylate kinase	TRUE
gene-SYNPCC7002_RS09250	No SP	protein_coding	clpP	SYNPCC7002_RS09250	SYNPCC7002_A1847	ATP-dependent Clp endopeptidase proteolytic subunit ClpP	TRUE
gene-SYNPCC7002_RS09255	No SP	protein_coding	SYNPCC7002_RS09255	SYNPCC7002_RS09255	SYNPCC7002_A1848	methyltransferase domain-containing protein	TRUE
gene-SYNPCC7002_RS09260	No SP	protein_coding	lexA	SYNPCC7002_RS09260	SYNPCC7002_A1849	transcriptional repressor LexA	TRUE
gene-SYNPCC7002_RS09265	No SP	protein_coding	SYNPCC7002_RS09265	SYNPCC7002_RS09265	SYNPCC7002_A1850	DUF1816 domain-containing protein	TRUE
gene-SYNPCC7002_RS09270	No SP	protein_coding	SYNPCC7002_RS09270	SYNPCC7002_RS09270	SYNPCC7002_A1851	ferredoxin--nitrite reductase	TRUE
gene-SYNPCC7002_RS09275	No SP	protein_coding	SYNPCC7002_RS09275	SYNPCC7002_RS09275	SYNPCC7002_A1852	DUF309 domain-containing protein	FALSE
gene-SYNPCC7002_RS09280	No SP	protein_coding	SYNPCC7002_RS09280	SYNPCC7002_RS09280	SYNPCC7002_A1853	lipid-A-disaccharide synthase-related protein	TRUE
gene-SYNPCC7002_RS09285	No SP	protein_coding	SYNPCC7002_RS09285	SYNPCC7002_RS09285	SYNPCC7002_A1854	alpha/beta fold hydrolase	TRUE
gene-SYNPCC7002_RS09290	No SP	protein_coding	SYNPCC7002_RS09290	SYNPCC7002_RS09290	SYNPCC7002_A1855	Uma2 family endonuclease	TRUE
gene-SYNPCC7002_RS09295	No SP	protein_coding	recG	SYNPCC7002_RS09295	SYNPCC7002_A1856	ATP-dependent DNA helicase RecG	FALSE
gene-SYNPCC7002_RS09300	No SP	protein_coding	SYNPCC7002_RS09300	SYNPCC7002_RS09300	SYNPCC7002_A1857	DMT family transporter	TRUE
gene-SYNPCC7002_RS09305	No SP	protein_coding	SYNPCC7002_RS09305	SYNPCC7002_RS09305	SYNPCC7002_A1858	DUF3386 domain-containing protein	TRUE
gene-SYNPCC7002_RS09310	No SP	protein_coding	SYNPCC7002_RS09310	SYNPCC7002_RS09310	SYNPCC7002_A1859	bifunctional diguanylate cyclase/phosphodiesterase	TRUE
gene-SYNPCC7002_RS09315	No SP	protein_coding	pap	SYNPCC7002_RS09315	SYNPCC7002_A1860	polyphosphate:AMP phosphotransferase	TRUE
gene-SYNPCC7002_RS09320	No SP	protein_coding	SYNPCC7002_RS09320	SYNPCC7002_RS09320	SYNPCC7002_A1861	Crp/Fnr family transcriptional regulator	TRUE
gene-SYNPCC7002_RS09325	No SP	protein_coding	SYNPCC7002_RS09325	SYNPCC7002_RS09325	SYNPCC7002_A1862	M61 family metallopeptidase	TRUE
gene-SYNPCC7002_RS09330	No SP	protein_coding	SYNPCC7002_RS09330	SYNPCC7002_RS09330	SYNPCC7002_A1863	branched-chain amino acid transaminase	TRUE
gene-SYNPCC7002_RS09335	No SP	protein_coding	gloB	SYNPCC7002_RS09335	SYNPCC7002_A1864	hydroxyacylglutathione hydrolase	FALSE
gene-SYNPCC7002_RS09340	No SP	protein_coding	glgB	SYNPCC7002_RS09340	SYNPCC7002_A1865	1,4-alpha-glucan branching protein GlgB	TRUE
gene-SYNPCC7002_RS09345	No SP	protein_coding	SYNPCC7002_RS09345	SYNPCC7002_RS09345	SYNPCC7002_A1866	hypothetical protein	FALSE
gene-SYNPCC7002_RS09350	No SP	protein_coding	SYNPCC7002_RS09350	SYNPCC7002_RS09350	SYNPCC7002_A1867	hypothetical protein	TRUE
gene-SYNPCC7002_RS09355	No SP	protein_coding	SYNPCC7002_RS09355	SYNPCC7002_RS09355	SYNPCC7002_A1868	hypothetical protein	TRUE
gene-SYNPCC7002_RS16690	No SP	protein_coding	SYNPCC7002_RS16690	SYNPCC7002_RS16690	SYNPCC7002_A1869	hypothetical protein	TRUE
gene-SYNPCC7002_RS09360	No SP	protein_coding	SYNPCC7002_RS09360	SYNPCC7002_RS09360	SYNPCC7002_A1870	hypothetical protein	TRUE
gene-SYNPCC7002_RS09365	No SP	protein_coding	SYNPCC7002_RS09365	SYNPCC7002_RS09365	SYNPCC7002_A1871	hypothetical protein	TRUE
gene-SYNPCC7002_RS09370	No SP	protein_coding	SYNPCC7002_RS09370	SYNPCC7002_RS09370	SYNPCC7002_A1872	hypothetical protein	TRUE
gene-SYNPCC7002_RS09375	No SP	protein_coding	SYNPCC7002_RS09375	SYNPCC7002_RS09375	SYNPCC7002_A1873	hypothetical protein	TRUE
gene-SYNPCC7002_RS09380	No SP	protein_coding	SYNPCC7002_RS09380	SYNPCC7002_RS09380	SYNPCC7002_A1874	hypothetical protein	FALSE
gene-SYNPCC7002_RS09385	No SP	protein_coding	SYNPCC7002_RS09385	SYNPCC7002_RS09385	SYNPCC7002_A1875	hypothetical protein	FALSE
gene-SYNPCC7002_RS16155	No SP	protein_coding	SYNPCC7002_RS16155	SYNPCC7002_RS16155	SYNPCC7002_A1876	peptidoglycan-binding protein	FALSE
gene-SYNPCC7002_RS09395	No SP	protein_coding	SYNPCC7002_RS09395	SYNPCC7002_RS09395	SYNPCC7002_A1877	hypothetical protein	FALSE
gene-SYNPCC7002_RS09400	No SP	protein_coding	SYNPCC7002_RS09400	SYNPCC7002_RS09400	SYNPCC7002_A1878	hypothetical protein	TRUE
gene-SYNPCC7002_RS16695	No SP	protein_coding	SYNPCC7002_RS16695	SYNPCC7002_RS16695	NA	hypothetical protein	FALSE
gene-SYNPCC7002_RS16160	No SP	protein_coding	SYNPCC7002_RS16160	SYNPCC7002_RS16160	SYNPCC7002_A1879	AAA family ATPase	TRUE
gene-SYNPCC7002_RS09410	No SP	protein_coding	SYNPCC7002_RS09410	SYNPCC7002_RS09410	SYNPCC7002_A1880	hypothetical protein	FALSE
gene-SYNPCC7002_RS09415	No SP	protein_coding	SYNPCC7002_RS09415	SYNPCC7002_RS09415	SYNPCC7002_A1881	hypothetical protein	FALSE
gene-SYNPCC7002_RS09420	No SP	protein_coding	SYNPCC7002_RS09420	SYNPCC7002_RS09420	SYNPCC7002_A1882	helix-turn-helix domain-containing protein	TRUE
gene-SYNPCC7002_RS09425	No SP	protein_coding	SYNPCC7002_RS09425	SYNPCC7002_RS09425	SYNPCC7002_A1883	helix-turn-helix domain-containing protein	TRUE
gene-SYNPCC7002_RS09430	No SP	protein_coding	SYNPCC7002_RS09430	SYNPCC7002_RS09430	SYNPCC7002_A1884	hypothetical protein	TRUE
gene-SYNPCC7002_RS09435	No SP	protein_coding	SYNPCC7002_RS09435	SYNPCC7002_RS09435	SYNPCC7002_A1885	hypothetical protein	TRUE
gene-SYNPCC7002_RS09440	No SP	protein_coding	SYNPCC7002_RS09440	SYNPCC7002_RS09440	SYNPCC7002_A1886	hypothetical protein	TRUE
gene-SYNPCC7002_RS16700	No SP	protein_coding	SYNPCC7002_RS16700	SYNPCC7002_RS16700	SYNPCC7002_A1887	hypothetical protein	TRUE
gene-SYNPCC7002_RS09450	No SP	protein_coding	SYNPCC7002_RS09450	SYNPCC7002_RS09450	SYNPCC7002_A1888	phage integrase	FALSE
gene-SYNPCC7002_RS09460	No SP	protein_coding	hisA	SYNPCC7002_RS09460	SYNPCC7002_A1890	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	TRUE
gene-SYNPCC7002_RS09465	Sec/SPI	protein_coding	SYNPCC7002_RS09465	SYNPCC7002_RS09465	SYNPCC7002_A1891	SpoIID/LytB domain-containing protein	TRUE
gene-SYNPCC7002_RS09470	No SP	protein_coding	crtH	SYNPCC7002_RS09470	SYNPCC7002_A1892	carotene isomerase	TRUE
gene-SYNPCC7002_RS09475	No SP	protein_coding	rpmF	SYNPCC7002_RS09475	SYNPCC7002_A1893	50S ribosomal protein L32	TRUE
gene-SYNPCC7002_RS09480	No SP	protein_coding	SYNPCC7002_RS09480	SYNPCC7002_RS09480	SYNPCC7002_A1894	DUF389 domain-containing protein	TRUE
gene-SYNPCC7002_RS09485	No SP	protein_coding	pstB	SYNPCC7002_RS09485	SYNPCC7002_A1895	phosphate ABC transporter ATP-binding protein PstB	TRUE
gene-SYNPCC7002_RS09490	No SP	protein_coding	SYNPCC7002_RS09490	SYNPCC7002_RS09490	SYNPCC7002_A1896	FHA domain-containing protein	TRUE
gene-SYNPCC7002_RS09495	No SP	protein_coding	SYNPCC7002_RS09495	SYNPCC7002_RS09495	SYNPCC7002_A1897	TIGR03943 family protein	TRUE
gene-SYNPCC7002_RS09500	Sec/SPII	protein_coding	SYNPCC7002_RS09500	SYNPCC7002_RS09500	SYNPCC7002_A1898	phospholipase D-like domain-containing protein	TRUE
gene-SYNPCC7002_RS09505	Sec/SPI	protein_coding	SYNPCC7002_RS09505	SYNPCC7002_RS09505	SYNPCC7002_A1899	tetratricopeptide repeat protein	TRUE
gene-SYNPCC7002_RS09510	No SP	protein_coding	recQ	SYNPCC7002_RS09510	SYNPCC7002_A1900	DNA helicase RecQ	FALSE
gene-SYNPCC7002_RS09515	No SP	protein_coding	SYNPCC7002_RS09515	SYNPCC7002_RS09515	SYNPCC7002_A1901	exopolysaccharide biosynthesis protein	TRUE
gene-SYNPCC7002_RS09520	No SP	protein_coding	htpG	SYNPCC7002_RS09520	SYNPCC7002_A1902	molecular chaperone HtpG	TRUE
gene-SYNPCC7002_RS09525	No SP	protein_coding	SYNPCC7002_RS09525	SYNPCC7002_RS09525	SYNPCC7002_A1903	HAD family hydrolase	TRUE
gene-SYNPCC7002_RS09530	No SP	protein_coding	SYNPCC7002_RS09530	SYNPCC7002_RS09530	SYNPCC7002_A1904	glycosyltransferase family 9 protein	TRUE
gene-SYNPCC7002_RS09535	No SP	protein_coding	ispD	SYNPCC7002_RS09535	SYNPCC7002_A1905	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	TRUE
gene-SYNPCC7002_RS09540	No SP	protein_coding	SYNPCC7002_RS09540	SYNPCC7002_RS09540	SYNPCC7002_A1906	GAF domain-containing protein	FALSE
gene-SYNPCC7002_RS16165	Sec/SPI	protein_coding	SYNPCC7002_RS16165	SYNPCC7002_RS16165	SYNPCC7002_A1907	AMIN domain-containing protein	FALSE
gene-SYNPCC7002_RS09550	No SP	protein_coding	SYNPCC7002_RS09550	SYNPCC7002_RS09550	SYNPCC7002_A1908	DUF3067 family protein	TRUE
gene-SYNPCC7002_RS09555	Tat/SPI	protein_coding	SYNPCC7002_RS09555	SYNPCC7002_RS09555	SYNPCC7002_A1909	cytochrome b6-f complex iron-sulfur subunit	TRUE
gene-SYNPCC7002_RS09560	Sec/SPI	protein_coding	petA	SYNPCC7002_RS09560	SYNPCC7002_A1910	apocytochrome f	TRUE
gene-SYNPCC7002_RS09565	No SP	protein_coding	SYNPCC7002_RS09565	SYNPCC7002_RS09565	SYNPCC7002_A1911	HD domain-containing protein	TRUE
gene-SYNPCC7002_RS17085	No SP	protein_coding	SYNPCC7002_RS17085	SYNPCC7002_RS17085	SYNPCC7002_A1912	HD domain-containing protein	FALSE
gene-SYNPCC7002_RS09575	No SP	protein_coding	SYNPCC7002_RS09575	SYNPCC7002_RS09575	SYNPCC7002_A1913	hypothetical protein	TRUE
gene-SYNPCC7002_RS09580	No SP	protein_coding	SYNPCC7002_RS09580	SYNPCC7002_RS09580	SYNPCC7002_A1914	MEKHLA domain-containing protein	TRUE
gene-SYNPCC7002_RS09585	No SP	protein_coding	miaB	SYNPCC7002_RS09585	SYNPCC7002_A1915	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB	TRUE
gene-SYNPCC7002_RS09590	No SP	protein_coding	SYNPCC7002_RS09590	SYNPCC7002_RS09590	SYNPCC7002_A1916	PipX family protein	TRUE
gene-SYNPCC7002_RS09595	No SP	protein_coding	SYNPCC7002_RS09595	SYNPCC7002_RS09595	SYNPCC7002_A1917	YggS family pyridoxal phosphate-dependent enzyme	TRUE
gene-SYNPCC7002_RS09600	No SP	protein_coding	SYNPCC7002_RS09600	SYNPCC7002_RS09600	SYNPCC7002_A1918	cell division protein SepF	TRUE
gene-SYNPCC7002_RS09605	No SP	protein_coding	proC	SYNPCC7002_RS09605	SYNPCC7002_A1919	pyrroline-5-carboxylate reductase	TRUE
gene-SYNPCC7002_RS09610	No SP	protein_coding	cofH	SYNPCC7002_RS09610	SYNPCC7002_A1920	7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit CofH	TRUE
gene-SYNPCC7002_RS09615	No SP	protein_coding	ccsB	SYNPCC7002_RS09615	SYNPCC7002_A1921	c-type cytochrome biogenesis protein CcsB	TRUE
gene-SYNPCC7002_RS09620	No SP	protein_coding	SYNPCC7002_RS09620	SYNPCC7002_RS09620	SYNPCC7002_A1922	hypothetical protein	TRUE
gene-SYNPCC7002_RS09625	No SP	protein_coding	tilS	SYNPCC7002_RS09625	SYNPCC7002_A1923	tRNA lysidine(34) synthetase TilS	TRUE
gene-SYNPCC7002_RS09630	No SP	protein_coding	SYNPCC7002_RS09630	SYNPCC7002_RS09630	SYNPCC7002_A1924	RNA polymerase sigma factor SigF	TRUE
gene-SYNPCC7002_RS09635	No SP	protein_coding	SYNPCC7002_RS09635	SYNPCC7002_RS09635	SYNPCC7002_A1925	DnaJ domain-containing protein	TRUE
gene-SYNPCC7002_RS09640	No SP	protein_coding	SYNPCC7002_RS09640	SYNPCC7002_RS09640	SYNPCC7002_A1926	PBP1A family penicillin-binding protein	TRUE
gene-SYNPCC7002_RS09645	No SP	protein_coding	SYNPCC7002_RS09645	SYNPCC7002_RS09645	SYNPCC7002_A1928	phycobilisome linker polypeptide	TRUE
gene-SYNPCC7002_RS09650	No SP	protein_coding	apcB	SYNPCC7002_RS09650	SYNPCC7002_A1929	allophycocyanin subunit beta	TRUE
gene-SYNPCC7002_RS09655	No SP	protein_coding	SYNPCC7002_RS09655	SYNPCC7002_RS09655	SYNPCC7002_A1930	allophycocyanin subunit alpha	TRUE
gene-SYNPCC7002_RS09660	No SP	protein_coding	SYNPCC7002_RS09660	SYNPCC7002_RS09660	SYNPCC7002_A1931	DUF72 domain-containing protein	TRUE
gene-SYNPCC7002_RS09665	No SP	protein_coding	SYNPCC7002_RS09665	SYNPCC7002_RS09665	SYNPCC7002_A1933	NblA/ycf18 family protein	TRUE
gene-SYNPCC7002_RS09670	No SP	protein_coding	SYNPCC7002_RS09670	SYNPCC7002_RS09670	SYNPCC7002_A1934	universal stress protein	TRUE
gene-SYNPCC7002_RS09675	No SP	protein_coding	pds	SYNPCC7002_RS09675	SYNPCC7002_A1935	15-cis-phytoene desaturase	TRUE
gene-SYNPCC7002_RS09680	No SP	protein_coding	SYNPCC7002_RS09680	SYNPCC7002_RS09680	SYNPCC7002_A1936	phytoene synthase	TRUE
gene-SYNPCC7002_RS09685	No SP	protein_coding	SYNPCC7002_RS09685	SYNPCC7002_RS09685	SYNPCC7002_A1937	response regulator	TRUE
gene-SYNPCC7002_RS09690	No SP	protein_coding	SYNPCC7002_RS09690	SYNPCC7002_RS09690	SYNPCC7002_A1938	DNA topoisomerase 4 subunit A	FALSE
gene-SYNPCC7002_RS09695	No SP	protein_coding	SYNPCC7002_RS09695	SYNPCC7002_RS09695	SYNPCC7002_A1939	hypothetical protein	TRUE
gene-SYNPCC7002_RS09700	No SP	protein_coding	SYNPCC7002_RS09700	SYNPCC7002_RS09700	SYNPCC7002_A1940	ABC-2 family transporter protein	TRUE
gene-SYNPCC7002_RS09705	No SP	protein_coding	SYNPCC7002_RS09705	SYNPCC7002_RS09705	SYNPCC7002_A1941	ssl1498 family light-harvesting-like protein	TRUE
gene-SYNPCC7002_RS09710	No SP	protein_coding	SYNPCC7002_RS09710	SYNPCC7002_RS09710	SYNPCC7002_A1943	translation initiation factor	TRUE
gene-SYNPCC7002_RS09715	Sec/SPI	protein_coding	SYNPCC7002_RS09715	SYNPCC7002_RS09715	SYNPCC7002_A1944	ChaN family lipoprotein	TRUE
gene-SYNPCC7002_RS09720	No SP	protein_coding	SYNPCC7002_RS09720	SYNPCC7002_RS09720	SYNPCC7002_A1945	VOC family protein	FALSE
gene-SYNPCC7002_RS09725	No SP	protein_coding	SYNPCC7002_RS09725	SYNPCC7002_RS09725	SYNPCC7002_A1946	hypothetical protein	TRUE
gene-SYNPCC7002_RS09730	No SP	protein_coding	SYNPCC7002_RS09730	SYNPCC7002_RS09730	SYNPCC7002_A1947	YdcF family protein	FALSE
gene-SYNPCC7002_RS09735	No SP	protein_coding	SYNPCC7002_RS09735	SYNPCC7002_RS09735	SYNPCC7002_A1948	NADAR family protein	TRUE
gene-SYNPCC7002_RS09740	No SP	protein_coding	SYNPCC7002_RS09740	SYNPCC7002_RS09740	SYNPCC7002_A1949	FAD-dependent hydroxylase	TRUE
gene-SYNPCC7002_RS09745	Sec/SPII	protein_coding	SYNPCC7002_RS09745	SYNPCC7002_RS09745	SYNPCC7002_A1950	hypothetical protein	TRUE
gene-SYNPCC7002_RS09750	No SP	protein_coding	SYNPCC7002_RS09750	SYNPCC7002_RS09750	SYNPCC7002_A1951	hypothetical protein	TRUE
gene-SYNPCC7002_RS09755	Sec/SPII	protein_coding	SYNPCC7002_RS09755	SYNPCC7002_RS09755	SYNPCC7002_A1952	esterase-like activity of phytase family protein	FALSE
gene-SYNPCC7002_RS09760	No SP	protein_coding	SYNPCC7002_RS09760	SYNPCC7002_RS09760	SYNPCC7002_A1953	HAD family hydrolase	TRUE
gene-SYNPCC7002_RS09765	No SP	protein_coding	SYNPCC7002_RS09765	SYNPCC7002_RS09765	SYNPCC7002_A1954	HAMP domain-containing histidine kinase	TRUE
gene-SYNPCC7002_RS09770	No SP	protein_coding	SYNPCC7002_RS09770	SYNPCC7002_RS09770	NA	DUF3155 domain-containing protein	TRUE
gene-SYNPCC7002_RS09775	No SP	protein_coding	SYNPCC7002_RS09775	SYNPCC7002_RS09775	SYNPCC7002_A1956	cofactor assembly of complex C subunit B	TRUE
gene-SYNPCC7002_RS09780	No SP	protein_coding	SYNPCC7002_RS09780	SYNPCC7002_RS09780	SYNPCC7002_A1955	response regulator transcription factor	TRUE
gene-SYNPCC7002_RS09785	No SP	protein_coding	queG	SYNPCC7002_RS09785	SYNPCC7002_A1957	tRNA epoxyqueuosine(34) reductase QueG	TRUE
gene-SYNPCC7002_RS09790	No SP	protein_coding	tsf	SYNPCC7002_RS09790	SYNPCC7002_A1958	translation elongation factor Ts	TRUE
gene-SYNPCC7002_RS09795	No SP	protein_coding	rpsB	SYNPCC7002_RS09795	SYNPCC7002_A1959	30S ribosomal protein S2	TRUE
gene-SYNPCC7002_RS16705	No SP	protein_coding	SYNPCC7002_RS16705	SYNPCC7002_RS16705	NA	hypothetical protein	FALSE
gene-SYNPCC7002_RS09800	No SP	protein_coding	psaA	SYNPCC7002_RS09800	SYNPCC7002_A1961	photosystem I core protein PsaA	TRUE
gene-SYNPCC7002_RS09805	No SP	protein_coding	psaB	SYNPCC7002_RS09805	SYNPCC7002_A1962	photosystem I core protein PsaB	TRUE
gene-SYNPCC7002_RS09810	No SP	protein_coding	SYNPCC7002_RS09810	SYNPCC7002_RS09810	SYNPCC7002_A1963	amino acid permease	TRUE
gene-SYNPCC7002_RS09815	No SP	protein_coding	SYNPCC7002_RS09815	SYNPCC7002_RS09815	SYNPCC7002_A1964	AI-2E family transporter	TRUE
gene-SYNPCC7002_RS09820	No SP	protein_coding	SYNPCC7002_RS09820	SYNPCC7002_RS09820	SYNPCC7002_A1965	HU family DNA-binding protein	TRUE
gene-SYNPCC7002_RS09825	No SP	protein_coding	SYNPCC7002_RS09825	SYNPCC7002_RS09825	SYNPCC7002_A1966	DegT/DnrJ/EryC1/StrS family aminotransferase	TRUE
gene-SYNPCC7002_RS09830	No SP	protein_coding	fetB	SYNPCC7002_RS09830	SYNPCC7002_A1967	iron export ABC transporter permease subunit FetB	TRUE
gene-SYNPCC7002_RS09835	No SP	protein_coding	nadA	SYNPCC7002_RS09835	SYNPCC7002_A1968	quinolinate synthase NadA	TRUE
gene-SYNPCC7002_RS09840	No SP	protein_coding	SYNPCC7002_RS09840	SYNPCC7002_RS09840	SYNPCC7002_A1969	late competence development ComFB family protein	TRUE
gene-SYNPCC7002_RS09845	No SP	protein_coding	SYNPCC7002_RS09845	SYNPCC7002_RS09845	SYNPCC7002_A1970	sigma-70 family RNA polymerase sigma factor	TRUE
gene-SYNPCC7002_RS09850	No SP	protein_coding	SYNPCC7002_RS09850	SYNPCC7002_RS09850	SYNPCC7002_A1971	hypothetical protein	TRUE
gene-SYNPCC7002_RS09855	No SP	protein_coding	SYNPCC7002_RS09855	SYNPCC7002_RS09855	SYNPCC7002_A1973	NAD(P)H-quinone oxidoreductase subunit 4	TRUE
gene-SYNPCC7002_RS09860	No SP	protein_coding	SYNPCC7002_RS09860	SYNPCC7002_RS09860	SYNPCC7002_A1974	sterol desaturase family protein	FALSE
gene-SYNPCC7002_RS09865	No SP	protein_coding	SYNPCC7002_RS09865	SYNPCC7002_RS09865	SYNPCC7002_A1975	oligosaccharide flippase family protein	TRUE
gene-SYNPCC7002_RS09870	No SP	protein_coding	SYNPCC7002_RS09870	SYNPCC7002_RS09870	SYNPCC7002_A1976	glycosyltransferase	TRUE
gene-SYNPCC7002_RS09875	No SP	protein_coding	SYNPCC7002_RS09875	SYNPCC7002_RS09875	SYNPCC7002_A1977	fatty acyl-AMP ligase	TRUE
gene-SYNPCC7002_RS09880	No SP	protein_coding	SYNPCC7002_RS09880	SYNPCC7002_RS09880	SYNPCC7002_A1978	SDR family oxidoreductase	TRUE
gene-SYNPCC7002_RS09885	No SP	protein_coding	SYNPCC7002_RS09885	SYNPCC7002_RS09885	SYNPCC7002_A1979	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	TRUE
gene-SYNPCC7002_RS09895	No SP	protein_coding	SYNPCC7002_RS09895	SYNPCC7002_RS09895	SYNPCC7002_A1981	hypothetical protein	TRUE
gene-SYNPCC7002_RS09900	No SP	protein_coding	SYNPCC7002_RS09900	SYNPCC7002_RS09900	SYNPCC7002_A1982	MAPEG family protein	TRUE
gene-SYNPCC7002_RS09905	No SP	protein_coding	SYNPCC7002_RS09905	SYNPCC7002_RS09905	SYNPCC7002_A1983	YajQ family cyclic di-GMP-binding protein	TRUE
gene-SYNPCC7002_RS09910	No SP	protein_coding	menA	SYNPCC7002_RS09910	SYNPCC7002_A1984	2-carboxy-1,4-naphthoquinone phytyltransferase	TRUE
gene-SYNPCC7002_RS09915	No SP	protein_coding	hisB	SYNPCC7002_RS09915	SYNPCC7002_A1985	imidazoleglycerol-phosphate dehydratase HisB	TRUE
gene-SYNPCC7002_RS09920	No SP	protein_coding	SYNPCC7002_RS09920	SYNPCC7002_RS09920	SYNPCC7002_A1986	phasin family protein	FALSE
gene-SYNPCC7002_RS09925	Sec/SPI	protein_coding	SYNPCC7002_RS09925	SYNPCC7002_RS09925	SYNPCC7002_A1987	FKBP-type peptidyl-prolyl cis-trans isomerase	TRUE
gene-SYNPCC7002_RS09930	No SP	protein_coding	SYNPCC7002_RS09930	SYNPCC7002_RS09930	SYNPCC7002_A1989	fatty acid desaturase	TRUE
gene-SYNPCC7002_RS09935	No SP	protein_coding	hemN	SYNPCC7002_RS09935	SYNPCC7002_A1990	oxygen-independent coproporphyrinogen III oxidase	TRUE
gene-SYNPCC7002_RS09940	No SP	protein_coding	SYNPCC7002_RS09940	SYNPCC7002_RS09940	SYNPCC7002_A1991	heme oxygenase (biliverdin-producing)	TRUE
gene-SYNPCC7002_RS09945	No SP	protein_coding	acsF	SYNPCC7002_RS09945	SYNPCC7002_A1992	magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase	TRUE
gene-SYNPCC7002_RS09950	No SP	protein_coding	SYNPCC7002_RS09950	SYNPCC7002_RS09950	SYNPCC7002_A1993	helix-turn-helix transcriptional regulator	TRUE
gene-SYNPCC7002_RS09955	No SP	protein_coding	SYNPCC7002_RS09955	SYNPCC7002_RS09955	SYNPCC7002_A1994	polysaccharide deacetylase family protein	TRUE
gene-SYNPCC7002_RS09960	No SP	protein_coding	SYNPCC7002_RS09960	SYNPCC7002_RS09960	SYNPCC7002_A1995	ABC transporter ATP-binding protein	TRUE
gene-SYNPCC7002_RS09965	No SP	protein_coding	SYNPCC7002_RS09965	SYNPCC7002_RS09965	SYNPCC7002_A1996	ABC transporter ATP-binding protein	TRUE
gene-SYNPCC7002_RS09970	No SP	protein_coding	SYNPCC7002_RS09970	SYNPCC7002_RS09970	SYNPCC7002_A1997	carbonic anhydrase	TRUE
gene-SYNPCC7002_RS09975	No SP	protein_coding	SYNPCC7002_RS09975	SYNPCC7002_RS09975	SYNPCC7002_A1998	PIN domain-containing protein	TRUE
gene-SYNPCC7002_RS09980	No SP	protein_coding	SYNPCC7002_RS09980	SYNPCC7002_RS09980	SYNPCC7002_A1999	type II toxin-antitoxin system VapB family antitoxin	TRUE
gene-SYNPCC7002_RS09985	No SP	protein_coding	SYNPCC7002_RS09985	SYNPCC7002_RS09985	SYNPCC7002_A2000	NAD(P)H-quinone oxidoreductase subunit 4	TRUE
gene-SYNPCC7002_RS09990	No SP	protein_coding	SYNPCC7002_RS09990	SYNPCC7002_RS09990	SYNPCC7002_A2002	rhodanese-like domain-containing protein	TRUE
gene-SYNPCC7002_RS09995	No SP	protein_coding	hrcA	SYNPCC7002_RS09995	SYNPCC7002_A2003	heat-inducible transcriptional repressor HrcA	TRUE
gene-SYNPCC7002_RS10000	No SP	protein_coding	SYNPCC7002_RS10000	SYNPCC7002_RS10000	SYNPCC7002_A2004	manganese efflux pump	FALSE
gene-SYNPCC7002_RS10005	No SP	protein_coding	SYNPCC7002_RS10005	SYNPCC7002_RS10005	SYNPCC7002_A2005	manganese efflux pump	TRUE
gene-SYNPCC7002_RS10010	No SP	protein_coding	SYNPCC7002_RS10010	SYNPCC7002_RS10010	SYNPCC7002_A2006	DUF3110 domain-containing protein	TRUE
gene-SYNPCC7002_RS16170	Sec/SPI	protein_coding	SYNPCC7002_RS16170	SYNPCC7002_RS16170	SYNPCC7002_A2008	hypothetical protein	TRUE
gene-SYNPCC7002_RS10020	No SP	protein_coding	SYNPCC7002_RS10020	SYNPCC7002_RS10020	SYNPCC7002_A2009	phycobilisome rod-core linker polypeptide	TRUE
gene-SYNPCC7002_RS10025	No SP	protein_coding	SYNPCC7002_RS10025	SYNPCC7002_RS10025	SYNPCC7002_A2010	class I SAM-dependent methyltransferase	TRUE
gene-SYNPCC7002_RS10030	No SP	protein_coding	SYNPCC7002_RS10030	SYNPCC7002_RS10030	NA	type II toxin-antitoxin system HicA family toxin	TRUE
gene-SYNPCC7002_RS10035	No SP	protein_coding	SYNPCC7002_RS10035	SYNPCC7002_RS10035	SYNPCC7002_A2011	type II toxin-antitoxin system HicB family antitoxin	TRUE
gene-SYNPCC7002_RS10040	No SP	protein_coding	SYNPCC7002_RS10040	SYNPCC7002_RS10040	SYNPCC7002_A2012	carbon-nitrogen hydrolase family protein	TRUE
