locus	string.name	cluster	Geneid	type	name	locus_tag	product
SYNPCC7002_A1904	ACA99891.1	1	gene-SYNPCC7002_RS09530	protein_coding	SYNPCC7002_RS09530	SYNPCC7002_RS09530	glycosyltransferase family 9 protein
SYNPCC7002_A1701	prfC	1	gene-SYNPCC7002_RS08525	protein_coding	prfC	SYNPCC7002_RS08525	peptide chain release factor 3
SYNPCC7002_A1902	htpG	353	gene-SYNPCC7002_RS09520	protein_coding	htpG	SYNPCC7002_RS09520	molecular chaperone HtpG
SYNPCC7002_A0857	ACA98861.1	143	gene-SYNPCC7002_RS04280	protein_coding	SYNPCC7002_RS04280	SYNPCC7002_RS04280	NAD(P)/FAD-dependent oxidoreductase
SYNPCC7002_A2809	crtW	333	gene-SYNPCC7002_RS13880	protein_coding	SYNPCC7002_RS13880	SYNPCC7002_RS13880	fatty acid desaturase
SYNPCC7002_A1702	ACA99691.1	1	gene-SYNPCC7002_RS08530	protein_coding	SYNPCC7002_RS08530	SYNPCC7002_RS08530	TerD family protein
SYNPCC7002_A0628	thrS	1	gene-SYNPCC7002_RS03130	protein_coding	thrS	SYNPCC7002_RS03130	threonine--tRNA ligase
SYNPCC7002_A0856	ACA98860.1	143	gene-SYNPCC7002_RS04275	protein_coding	SYNPCC7002_RS04275	SYNPCC7002_RS04275	hypothetical protein
SYNPCC7002_A0627	ACA98632.1	44	gene-SYNPCC7002_RS03125	protein_coding	SYNPCC7002_RS03125	SYNPCC7002_RS03125	DUF29 domain-containing protein
SYNPCC7002_A0851	ACA98855.1	2	gene-SYNPCC7002_RS04250	protein_coding	SYNPCC7002_RS04250	SYNPCC7002_RS04250	response regulator transcription factor
SYNPCC7002_A0850	murD	8	gene-SYNPCC7002_RS04245	protein_coding	murD	SYNPCC7002_RS04245	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase
SYNPCC7002_A1958	tsf	1	gene-SYNPCC7002_RS09790	protein_coding	tsf	SYNPCC7002_RS09790	translation elongation factor Ts
SYNPCC7002_A0853	petH	3	gene-SYNPCC7002_RS04260	protein_coding	SYNPCC7002_RS04260	SYNPCC7002_RS04260	ferredoxin--NADP(+) reductase
SYNPCC7002_A2805	ACB00774.1	389	gene-SYNPCC7002_RS13860	protein_coding	SYNPCC7002_RS13860	SYNPCC7002_RS13860	endonuclease domain-containing protein
SYNPCC7002_A0852	ACA98856.1	2	gene-SYNPCC7002_RS04255	protein_coding	SYNPCC7002_RS04255	SYNPCC7002_RS04255	GAF domain-containing protein
SYNPCC7002_A2806	argG	31	gene-SYNPCC7002_RS13865	protein_coding	SYNPCC7002_RS13865	SYNPCC7002_RS13865	argininosuccinate synthase
SYNPCC7002_A0848	pleD	2	gene-SYNPCC7002_RS04235	protein_coding	SYNPCC7002_RS04235	SYNPCC7002_RS04235	diguanylate cyclase
SYNPCC7002_A1959	rpsB	1	gene-SYNPCC7002_RS09795	protein_coding	rpsB	SYNPCC7002_RS09795	30S ribosomal protein S2
SYNPCC7002_A0847	wcaG	1	gene-SYNPCC7002_RS04230	protein_coding	SYNPCC7002_RS04230	SYNPCC7002_RS04230	NAD-dependent epimerase/dehydratase family protein
SYNPCC7002_A0849	ACA98853.1	127	gene-SYNPCC7002_RS04240	protein_coding	SYNPCC7002_RS04240	SYNPCC7002_RS04240	DNA cytosine methyltransferase
SYNPCC7002_A0624	petF	3	gene-SYNPCC7002_RS03110	protein_coding	SYNPCC7002_RS03110	SYNPCC7002_RS03110	2Fe-2S iron-sulfur cluster binding domain-containing protein
SYNPCC7002_A0844	ACA98848.1	256	gene-SYNPCC7002_RS04215	protein_coding	SYNPCC7002_RS04215	SYNPCC7002_RS04215	MFS transporter
SYNPCC7002_A0843	ctpA	3	gene-SYNPCC7002_RS04210	protein_coding	SYNPCC7002_RS04210	SYNPCC7002_RS04210	S41 family peptidase
SYNPCC7002_A2803	ACB00772.1	37	gene-SYNPCC7002_RS13850	protein_coding	SYNPCC7002_RS13850	SYNPCC7002_RS13850	general secretion pathway protein GspH
SYNPCC7002_A0846	rpmB	1	gene-SYNPCC7002_RS04225	protein_coding	rpmB	SYNPCC7002_RS04225	50S ribosomal protein L28
SYNPCC7002_A0845	ACA98849.1	256	gene-SYNPCC7002_RS04220	protein_coding	SYNPCC7002_RS04220	SYNPCC7002_RS04220	hypothetical protein
SYNPCC7002_A1957	queG	47	gene-SYNPCC7002_RS09785	protein_coding	queG	SYNPCC7002_RS09785	tRNA epoxyqueuosine(34) reductase QueG
SYNPCC7002_A0840	ACA98844.1	254	gene-SYNPCC7002_RS04195	protein_coding	SYNPCC7002_RS04195	SYNPCC7002_RS04195	RusA family crossover junction endodeoxyribonuclease
SYNPCC7002_A1954	ACA99941.1	2	gene-SYNPCC7002_RS09765	protein_coding	SYNPCC7002_RS09765	SYNPCC7002_RS09765	HAMP domain-containing histidine kinase
SYNPCC7002_A0842	petB	1	gene-SYNPCC7002_RS04205	protein_coding	SYNPCC7002_RS04205	SYNPCC7002_RS04205	cytochrome b6
SYNPCC7002_A2801	ACB00770.1	398	gene-SYNPCC7002_RS13840	protein_coding	SYNPCC7002_RS13840	SYNPCC7002_RS13840	DUF433 domain-containing protein
SYNPCC7002_A0841	petD	3	gene-SYNPCC7002_RS04200	protein_coding	petD	SYNPCC7002_RS04200	cytochrome b6-f complex subunit IV
SYNPCC7002_A0626	ACA98631.1	1	gene-SYNPCC7002_RS03120	protein_coding	SYNPCC7002_RS03120	SYNPCC7002_RS03120	ABC-F family ATP-binding cassette domain-containing protein
SYNPCC7002_A0837	ACA98841.1	255	gene-SYNPCC7002_RS04180	protein_coding	SYNPCC7002_RS04180	SYNPCC7002_RS04180	type II toxin-antitoxin system Phd/YefM family antitoxin
SYNPCC7002_A2802	ACB00771.1	99	gene-SYNPCC7002_RS13845	protein_coding	SYNPCC7002_RS13845	SYNPCC7002_RS13845	DUF5615 family PIN-like protein
SYNPCC7002_A0836	ACA98840.1	255	gene-SYNPCC7002_RS04175	protein_coding	SYNPCC7002_RS04175	SYNPCC7002_RS04175	Txe/YoeB family addiction module toxin
SYNPCC7002_A0839	ACA98843.1	254	gene-SYNPCC7002_RS04190	protein_coding	SYNPCC7002_RS04190	SYNPCC7002_RS04190	hypothetical protein
SYNPCC7002_A0620	hisG	24	gene-SYNPCC7002_RS03090	protein_coding	hisG	SYNPCC7002_RS03090	ATP phosphoribosyltransferase
SYNPCC7002_A2800	ACB00769.1	398	gene-SYNPCC7002_RS16770	protein_coding	SYNPCC7002_RS16770	SYNPCC7002_RS16770	hypothetical protein
SYNPCC7002_A0832	ACA98836.1	31	gene-SYNPCC7002_RS04160	protein_coding	SYNPCC7002_RS04160	SYNPCC7002_RS04160	GNAT family N-acetyltransferase
SYNPCC7002_A1953	ACA99940.1	114	gene-SYNPCC7002_RS09760	protein_coding	SYNPCC7002_RS09760	SYNPCC7002_RS09760	HAD family hydrolase
SYNPCC7002_A1950	ACA99937.1	397	gene-SYNPCC7002_RS09745	protein_coding	SYNPCC7002_RS09745	SYNPCC7002_RS09745	hypothetical protein
SYNPCC7002_A0834	ACA98838.1	2	gene-SYNPCC7002_RS04165	protein_coding	SYNPCC7002_RS04165	SYNPCC7002_RS04165	HAMP domain-containing histidine kinase
SYNPCC7002_A0622	ACA98628.1	32	gene-SYNPCC7002_RS03100	protein_coding	SYNPCC7002_RS03100	SYNPCC7002_RS03100	DnaJ domain-containing protein
SYNPCC7002_A0831	thiC	86	gene-SYNPCC7002_RS04150	protein_coding	thiC	SYNPCC7002_RS04150	phosphomethylpyrimidine synthase
SYNPCC7002_A0830	ACA98834.1	253	gene-SYNPCC7002_RS04140	protein_coding	SYNPCC7002_RS04140	SYNPCC7002_RS04140	DUF2283 domain-containing protein
SYNPCC7002_A0621	hisZ	24	gene-SYNPCC7002_RS03095	protein_coding	SYNPCC7002_RS03095	SYNPCC7002_RS03095	ATP phosphoribosyltransferase regulatory subunit
SYNPCC7002_A2177	ACB00158.1	252	gene-SYNPCC7002_RS16990	protein_coding	SYNPCC7002_RS16990	SYNPCC7002_RS16990	hypothetical protein
SYNPCC7002_A1949	ubiH	397	gene-SYNPCC7002_RS09740	protein_coding	SYNPCC7002_RS09740	SYNPCC7002_RS09740	FAD-dependent hydroxylase
SYNPCC7002_A0616	mutT-2	13	gene-SYNPCC7002_RS03070	protein_coding	SYNPCC7002_RS03070	SYNPCC7002_RS03070	NUDIX hydrolase
SYNPCC7002_A2176	ACB00157.1	252	gene-SYNPCC7002_RS10830	protein_coding	SYNPCC7002_RS10830	SYNPCC7002_RS10830	tetratricopeptide repeat protein
SYNPCC7002_A2173	ACB00154.1	251	gene-SYNPCC7002_RS10815	protein_coding	SYNPCC7002_RS10815	SYNPCC7002_RS10815	DUF11 domain-containing protein
SYNPCC7002_A2174	ACB00155.1	251	gene-SYNPCC7002_RS10820	protein_coding	SYNPCC7002_RS10820	SYNPCC7002_RS10820	hypothetical protein
SYNPCC7002_A0618	deaD	1	gene-SYNPCC7002_RS03080	protein_coding	SYNPCC7002_RS03080	SYNPCC7002_RS03080	DEAD/DEAH box helicase
SYNPCC7002_A2171	ACB00152.1	142	gene-SYNPCC7002_RS10805	protein_coding	SYNPCC7002_RS10805	SYNPCC7002_RS10805	hypothetical protein
SYNPCC7002_A2172	ACB00153.1	142	gene-SYNPCC7002_RS10810	protein_coding	SYNPCC7002_RS10810	SYNPCC7002_RS10810	DUF11 domain-containing protein
SYNPCC7002_A2168	ACB00149.1	250	gene-SYNPCC7002_RS10795	protein_coding	SYNPCC7002_RS10795	SYNPCC7002_RS10795	hypothetical protein
SYNPCC7002_A1943	ACA99930.1	1	gene-SYNPCC7002_RS09710	protein_coding	SYNPCC7002_RS09710	SYNPCC7002_RS09710	translation initiation factor
SYNPCC7002_A2169	ACB00150.1	250	gene-SYNPCC7002_RS10800	protein_coding	SYNPCC7002_RS10800	SYNPCC7002_RS10800	hypothetical protein
SYNPCC7002_A0615	ACA98621.1	79	gene-SYNPCC7002_RS03065	protein_coding	SYNPCC7002_RS03065	SYNPCC7002_RS03065	DUF3685 domain-containing protein
SYNPCC7002_A1944	ACA99931.1	396	gene-SYNPCC7002_RS09715	protein_coding	SYNPCC7002_RS09715	SYNPCC7002_RS09715	ChaN family lipoprotein
SYNPCC7002_A2167	ACB00148.1	2	gene-SYNPCC7002_RS10790	protein_coding	SYNPCC7002_RS10790	SYNPCC7002_RS10790	EAL domain-containing protein
SYNPCC7002_A2164	psbA-2	3	gene-SYNPCC7002_RS10775	protein_coding	psbA	SYNPCC7002_RS10775	photosystem II q(b) protein
SYNPCC7002_A2162	ACB00143.1	141	gene-SYNPCC7002_RS10765	protein_coding	SYNPCC7002_RS10765	SYNPCC7002_RS10765	RluA family pseudouridine synthase
SYNPCC7002_A1940	ACA99927.1	179	gene-SYNPCC7002_RS09700	protein_coding	SYNPCC7002_RS09700	SYNPCC7002_RS09700	ABC-2 family transporter protein
SYNPCC7002_A2163	ACB00144.1	3	gene-SYNPCC7002_RS10770	protein_coding	SYNPCC7002_RS10770	SYNPCC7002_RS10770	mechanosensitive ion channel family protein
SYNPCC7002_A0610	pyrF/pyrE	20	gene-SYNPCC7002_RS03040	protein_coding	SYNPCC7002_RS03040	SYNPCC7002_RS03040	bifunctional orotidine-5'-phosphate decarboxylase/orotate phosphoribosyltransferase
SYNPCC7002_A2160	dnaK-3	1	gene-SYNPCC7002_RS10755	protein_coding	dnaK	SYNPCC7002_RS10755	molecular chaperone DnaK
SYNPCC7002_A0609	ACA98616.1	29	gene-SYNPCC7002_RS03035	protein_coding	SYNPCC7002_RS03035	SYNPCC7002_RS03035	DUF3288 family protein
SYNPCC7002_A2161	dnaJ-2	1	gene-SYNPCC7002_RS10760	protein_coding	SYNPCC7002_RS10760	SYNPCC7002_RS10760	J domain-containing protein
SYNPCC7002_A0606	purK	4	gene-SYNPCC7002_RS03020	protein_coding	SYNPCC7002_RS03020	SYNPCC7002_RS03020	5-(carboxyamino)imidazole ribonucleotide synthase
SYNPCC7002_A2159	ACB00140.1	76	gene-SYNPCC7002_RS10750	protein_coding	SYNPCC7002_RS10750	SYNPCC7002_RS10750	tetratricopeptide repeat protein
SYNPCC7002_A2158	ACB00139.1	140	gene-SYNPCC7002_RS10745	protein_coding	SYNPCC7002_RS10745	SYNPCC7002_RS10745	Uma2 family endonuclease
SYNPCC7002_A2155	ACB00136.1	140	gene-SYNPCC7002_RS10735	protein_coding	SYNPCC7002_RS10735	SYNPCC7002_RS10735	metallophosphoesterase
SYNPCC7002_A0608	ACA98615.1	2	gene-SYNPCC7002_RS03030	protein_coding	SYNPCC7002_RS03030	SYNPCC7002_RS03030	response regulator transcription factor
SYNPCC7002_A2154	ACB00135.1	140	gene-SYNPCC7002_RS10730	protein_coding	SYNPCC7002_RS10730	SYNPCC7002_RS10730	HAD family hydrolase
SYNPCC7002_A1937	ACA99924.1	2	gene-SYNPCC7002_RS09685	protein_coding	SYNPCC7002_RS09685	SYNPCC7002_RS09685	response regulator
SYNPCC7002_A2152	ACB00133.1	1	gene-SYNPCC7002_RS10720	protein_coding	SYNPCC7002_RS10720	SYNPCC7002_RS10720	(2Fe-2S)-binding protein
SYNPCC7002_A0607	ACA98614.1	395	gene-SYNPCC7002_RS03025	protein_coding	SYNPCC7002_RS03025	SYNPCC7002_RS03025	gamma-glutamylcyclotransferase
SYNPCC7002_A2150	ACB00131.1	5	gene-SYNPCC7002_RS10710	protein_coding	SYNPCC7002_RS10710	SYNPCC7002_RS10710	universal stress protein
SYNPCC7002_A2148	ACB00129.1	12	gene-SYNPCC7002_RS10700	protein_coding	SYNPCC7002_RS10700	SYNPCC7002_RS10700	ABC transporter permease
SYNPCC7002_A2149	ACB00130.1	249	gene-SYNPCC7002_RS10705	protein_coding	SYNPCC7002_RS10705	SYNPCC7002_RS10705	energy-coupling factor transporter transmembrane protein EcfT
SYNPCC7002_A0601	rdgB	393	gene-SYNPCC7002_RS02990	protein_coding	rdgB	SYNPCC7002_RS02990	RdgB/HAM1 family non-canonical purine NTP pyrophosphatase
SYNPCC7002_A1299	ACA99296.1	133	gene-SYNPCC7002_RS06495	protein_coding	SYNPCC7002_RS06495	SYNPCC7002_RS06495	FTR1 family protein
SYNPCC7002_A1935	crtP	269	gene-SYNPCC7002_RS09675	protein_coding	pds	SYNPCC7002_RS09675	15-cis-phytoene desaturase
SYNPCC7002_A2146	ACB00127.1	87	gene-SYNPCC7002_RS10690	protein_coding	SYNPCC7002_RS10690	SYNPCC7002_RS10690	AEC family transporter
SYNPCC7002_A0604	ACA98611.1	29	gene-SYNPCC7002_RS03010	protein_coding	SYNPCC7002_RS03010	SYNPCC7002_RS03010	Ycf51 family protein
SYNPCC7002_A2147	aroC	57	gene-SYNPCC7002_RS10695	protein_coding	aroC	SYNPCC7002_RS10695	chorismate synthase
SYNPCC7002_A1933	ACA99920.1	394	gene-SYNPCC7002_RS09665	protein_coding	SYNPCC7002_RS09665	SYNPCC7002_RS09665	NblA/ycf18 family protein
SYNPCC7002_A1297	ACA99294.1	248	gene-SYNPCC7002_RS06490	protein_coding	SYNPCC7002_RS06490	SYNPCC7002_RS06490	dienelactone hydrolase family protein
SYNPCC7002_A2144	ACB00125.1	87	gene-SYNPCC7002_RS10680	protein_coding	SYNPCC7002_RS10680	SYNPCC7002_RS10680	SWIM zinc finger family protein
SYNPCC7002_A1930	apcA	5	gene-SYNPCC7002_RS09655	protein_coding	SYNPCC7002_RS09655	SYNPCC7002_RS09655	allophycocyanin subunit alpha
SYNPCC7002_A2145	ACB00126.1	87	gene-SYNPCC7002_RS10685	protein_coding	SYNPCC7002_RS10685	SYNPCC7002_RS10685	D-alanyl-D-alanine carboxypeptidase family protein
SYNPCC7002_A1931	ACA99918.1	394	gene-SYNPCC7002_RS09660	protein_coding	SYNPCC7002_RS09660	SYNPCC7002_RS09660	DUF72 domain-containing protein
SYNPCC7002_A1298	ACA99295.1	248	gene-SYNPCC7002_RS16105	protein_coding	SYNPCC7002_RS16105	SYNPCC7002_RS16105	hypothetical protein
SYNPCC7002_A0600	ACA98607.1	393	gene-SYNPCC7002_RS02985	protein_coding	SYNPCC7002_RS02985	SYNPCC7002_RS02985	M48 family metallopeptidase
SYNPCC7002_A1295	merA1	247	gene-SYNPCC7002_RS06480	protein_coding	SYNPCC7002_RS06480	SYNPCC7002_RS06480	FAD-dependent oxidoreductase
SYNPCC7002_A1929	apcB	5	gene-SYNPCC7002_RS09650	protein_coding	apcB	SYNPCC7002_RS09650	allophycocyanin subunit beta
SYNPCC7002_A1928	apcC	5	gene-SYNPCC7002_RS09645	protein_coding	SYNPCC7002_RS09645	SYNPCC7002_RS09645	phycobilisome linker polypeptide
SYNPCC7002_A2143	ACB00124.1	87	gene-SYNPCC7002_RS10675	protein_coding	SYNPCC7002_RS10675	SYNPCC7002_RS10675	hypothetical protein
SYNPCC7002_A1925	ACA99912.1	1	gene-SYNPCC7002_RS09635	protein_coding	SYNPCC7002_RS09635	SYNPCC7002_RS09635	DnaJ domain-containing protein
SYNPCC7002_A1296	ACA99293.1	247	gene-SYNPCC7002_RS06485	protein_coding	SYNPCC7002_RS06485	SYNPCC7002_RS06485	hypothetical protein
SYNPCC7002_A1926	ACA99913.1	166	gene-SYNPCC7002_RS09640	protein_coding	SYNPCC7002_RS09640	SYNPCC7002_RS09640	PBP1A family penicillin-binding protein
SYNPCC7002_A1923	mtnA	392	gene-SYNPCC7002_RS09625	protein_coding	tilS	SYNPCC7002_RS09625	tRNA lysidine(34) synthetase TilS
SYNPCC7002_A2140	apcD	5	gene-SYNPCC7002_RS10660	protein_coding	SYNPCC7002_RS10660	SYNPCC7002_RS10660	allophycocyanin subunit alpha-B
SYNPCC7002_A1294	folP-2	56	gene-SYNPCC7002_RS06475	protein_coding	folP	SYNPCC7002_RS06475	dihydropteroate synthase
SYNPCC7002_A1921	ccsA	196	gene-SYNPCC7002_RS09615	protein_coding	ccsB	SYNPCC7002_RS09615	c-type cytochrome biogenesis protein CcsB
SYNPCC7002_A1922	ACA99909.1	392	gene-SYNPCC7002_RS09620	protein_coding	SYNPCC7002_RS09620	SYNPCC7002_RS09620	hypothetical protein
SYNPCC7002_A1292	isiA	3	gene-SYNPCC7002_RS06465	protein_coding	SYNPCC7002_RS06465	SYNPCC7002_RS06465	chlorophyll a/b binding light-harvesting protein
SYNPCC7002_A1920	cofH	2	gene-SYNPCC7002_RS09610	protein_coding	cofH	SYNPCC7002_RS09610	7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit CofH
SYNPCC7002_A2139	ACB00120.1	233	gene-SYNPCC7002_RS10655	protein_coding	glgP	SYNPCC7002_RS10655	alpha-glucan family phosphorylase
SYNPCC7002_A1088	ccs1	196	gene-SYNPCC7002_RS05425	protein_coding	SYNPCC7002_RS05425	SYNPCC7002_RS05425	cytochrome c biogenesis protein
SYNPCC7002_A2199	psbD-2	3	gene-SYNPCC7002_RS10930	protein_coding	psbD	SYNPCC7002_RS10930	photosystem II D2 protein (photosystem q(a) protein)
SYNPCC7002_A1089	ccdA	196	gene-SYNPCC7002_RS05430	protein_coding	SYNPCC7002_RS05430	SYNPCC7002_RS05430	sulfite exporter TauE/SafE family protein
SYNPCC7002_A1084	ACA99086.1	191	gene-SYNPCC7002_RS05405	protein_coding	SYNPCC7002_RS05405	SYNPCC7002_RS05405	divergent PAP2 family protein
SYNPCC7002_A2195	pyrD	20	gene-SYNPCC7002_RS10910	protein_coding	SYNPCC7002_RS10910	SYNPCC7002_RS10910	quinone-dependent dihydroorotate dehydrogenase
SYNPCC7002_A1085	crtE	391	gene-SYNPCC7002_RS05410	protein_coding	SYNPCC7002_RS05410	SYNPCC7002_RS05410	polyprenyl synthetase family protein
SYNPCC7002_A2196	rodA	8	gene-SYNPCC7002_RS10915	protein_coding	rodA	SYNPCC7002_RS10915	rod shape-determining protein RodA
SYNPCC7002_A1082	gcvT	341	gene-SYNPCC7002_RS05395	protein_coding	SYNPCC7002_RS05395	SYNPCC7002_RS05395	folate-binding protein YgfZ
SYNPCC7002_A2191	ACB00172.1	246	gene-SYNPCC7002_RS16995	protein_coding	SYNPCC7002_RS16995	SYNPCC7002_RS16995	hypothetical protein
SYNPCC7002_A2190	ACB00171.1	246	gene-SYNPCC7002_RS10895	protein_coding	SYNPCC7002_RS10895	SYNPCC7002_RS10895	zinc-dependent alcohol dehydrogenase family protein
SYNPCC7002_A2188	ACB00169.1	215	gene-SYNPCC7002_RS10885	protein_coding	SYNPCC7002_RS10885	SYNPCC7002_RS10885	aspartate aminotransferase
SYNPCC7002_A2189	ACB00170.1	1	gene-SYNPCC7002_RS10890	protein_coding	SYNPCC7002_RS10890	SYNPCC7002_RS10890	ABC transporter transmembrane domain-containing protein
SYNPCC7002_A1078	ACA99080.1	190	gene-SYNPCC7002_RS05375	protein_coding	SYNPCC7002_RS05375	SYNPCC7002_RS05375	glycosyltransferase family 39 protein
SYNPCC7002_A2186	ACB00167.1	20	gene-SYNPCC7002_RS10880	protein_coding	SYNPCC7002_RS10880	SYNPCC7002_RS10880	TRC40/GET3/ArsA family transport-energizing ATPase
SYNPCC7002_A2182	ACB00163.1	203	gene-SYNPCC7002_RS10860	protein_coding	SYNPCC7002_RS10860	SYNPCC7002_RS10860	ABC transporter permease
SYNPCC7002_A1073	ACA99075.1	390	gene-SYNPCC7002_RS05350	protein_coding	SYNPCC7002_RS05350	SYNPCC7002_RS05350	hypothetical protein
SYNPCC7002_A1071	putA	1	gene-SYNPCC7002_RS05340	protein_coding	pruA	SYNPCC7002_RS05340	L-glutamate gamma-semialdehyde dehydrogenase
SYNPCC7002_A2180	rplT	1	gene-SYNPCC7002_RS10850	protein_coding	rplT	SYNPCC7002_RS10850	50S ribosomal protein L20
SYNPCC7002_A1072	ACA99074.1	390	gene-SYNPCC7002_RS05345	protein_coding	SYNPCC7002_RS05345	SYNPCC7002_RS05345	GTPase subunit of Type II restriction endonuclease
SYNPCC7002_A2181	rpmI	1	gene-SYNPCC7002_RS10855	protein_coding	rpmI	SYNPCC7002_RS10855	50S ribosomal protein L35
SYNPCC7002_A1070	amt	138	gene-SYNPCC7002_RS05335	protein_coding	amt	SYNPCC7002_RS05335	ammonium transporter
SYNPCC7002_A1365	ACA99361.1	128	gene-SYNPCC7002_RS06825	protein_coding	SYNPCC7002_RS06825	SYNPCC7002_RS06825	TIGR00266 family protein
SYNPCC7002_A1069	ACA99071.1	171	gene-SYNPCC7002_RS05330	protein_coding	SYNPCC7002_RS05330	SYNPCC7002_RS05330	potassium channel protein
SYNPCC7002_A2697	gap-2	245	gene-SYNPCC7002_RS13350	protein_coding	gap	SYNPCC7002_RS13350	type I glyceraldehyde-3-phosphate dehydrogenase
SYNPCC7002_A2213	cpcE	5	gene-SYNPCC7002_RS11000	protein_coding	SYNPCC7002_RS11000	SYNPCC7002_RS11000	HEAT repeat domain-containing protein
SYNPCC7002_A2397	ACB00375.1	195	gene-SYNPCC7002_RS11880	protein_coding	SYNPCC7002_RS11880	SYNPCC7002_RS11880	MBL fold metallo-hydrolase
SYNPCC7002_A1366	ACA99362.1	128	gene-SYNPCC7002_RS06830	protein_coding	SYNPCC7002_RS06830	SYNPCC7002_RS06830	TIGR00266 family protein
SYNPCC7002_A2398	ribF	195	gene-SYNPCC7002_RS11885	protein_coding	SYNPCC7002_RS11885	SYNPCC7002_RS11885	bifunctional riboflavin kinase/FAD synthetase
SYNPCC7002_A1363	ACA99359.1	2	gene-SYNPCC7002_RS06815	protein_coding	SYNPCC7002_RS06815	SYNPCC7002_RS06815	HAMP domain-containing histidine kinase
SYNPCC7002_A2210	cpcA	5	gene-SYNPCC7002_RS10985	protein_coding	cpcA	SYNPCC7002_RS10985	phycocyanin subunit alpha
SYNPCC7002_A1064	rplD	1	gene-SYNPCC7002_RS05305	protein_coding	rplD	SYNPCC7002_RS05305	50S ribosomal protein L4
SYNPCC7002_A2694	ACB00670.1	37	gene-SYNPCC7002_RS13335	protein_coding	SYNPCC7002_RS13335	SYNPCC7002_RS13335	type II secretion system F family protein
SYNPCC7002_A2395	ACB00373.1	17	gene-SYNPCC7002_RS11870	protein_coding	SYNPCC7002_RS11870	SYNPCC7002_RS11870	DUF1830 domain-containing protein
SYNPCC7002_A2211	cpcC	5	gene-SYNPCC7002_RS10990	protein_coding	SYNPCC7002_RS10990	SYNPCC7002_RS10990	phycobilisome linker polypeptide
SYNPCC7002_A1065	rplC	1	gene-SYNPCC7002_RS05310	protein_coding	rplC	SYNPCC7002_RS05310	50S ribosomal protein L3
SYNPCC7002_A2695	ACB00671.1	35	gene-SYNPCC7002_RS13340	protein_coding	SYNPCC7002_RS13340	SYNPCC7002_RS13340	thylakoid membrane photosystem I accumulation factor
SYNPCC7002_A1062	rplB	1	gene-SYNPCC7002_RS05295	protein_coding	rplB	SYNPCC7002_RS05295	50S ribosomal protein L2
SYNPCC7002_A1364	ACA99360.1	36	gene-SYNPCC7002_RS06820	protein_coding	SYNPCC7002_RS06820	SYNPCC7002_RS06820	substrate-binding domain-containing protein
SYNPCC7002_A2393	gltS-2	389	gene-SYNPCC7002_RS11860	protein_coding	gltB	SYNPCC7002_RS11860	glutamate synthase large subunit
SYNPCC7002_A0034	ACA98051.1	30	gene-SYNPCC7002_RS00170	protein_coding	SYNPCC7002_RS00170	SYNPCC7002_RS00170	3'(2'),5'-bisphosphate nucleotidase CysQ
SYNPCC7002_A2394	gidA-3	172	gene-SYNPCC7002_RS11865	protein_coding	trmFO	SYNPCC7002_RS11865	FADH(2)-oxidizing methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase TrmFO
SYNPCC7002_A1361	moaA	16	gene-SYNPCC7002_RS06805	protein_coding	moaA	SYNPCC7002_RS06805	GTP 3',8-cyclase MoaA
SYNPCC7002_A1063	rplW	1	gene-SYNPCC7002_RS05300	protein_coding	SYNPCC7002_RS05300	SYNPCC7002_RS05300	50S ribosomal protein L23
SYNPCC7002_A2693	murF	8	gene-SYNPCC7002_RS13330	protein_coding	SYNPCC7002_RS13330	SYNPCC7002_RS13330	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
SYNPCC7002_A1060	rplV	1	gene-SYNPCC7002_RS05285	protein_coding	rplV	SYNPCC7002_RS05285	50S ribosomal protein L22
SYNPCC7002_A1362	guaA	4	gene-SYNPCC7002_RS06810	protein_coding	guaA	SYNPCC7002_RS06810	glutamine-hydrolyzing GMP synthase
SYNPCC7002_A2391	petJ-2	3	gene-SYNPCC7002_RS11850	protein_coding	SYNPCC7002_RS11850	SYNPCC7002_RS11850	c-type cytochrome
SYNPCC7002_A2690	ACB00666.1	244	gene-SYNPCC7002_RS13320	protein_coding	SYNPCC7002_RS13320	SYNPCC7002_RS13320	universal stress protein
SYNPCC7002_A2392	ACB00370.1	388	gene-SYNPCC7002_RS11855	protein_coding	SYNPCC7002_RS11855	SYNPCC7002_RS11855	phosphodiester glycosidase family protein
SYNPCC7002_A0031	ACA98049.1	243	gene-SYNPCC7002_RS00160	protein_coding	SYNPCC7002_RS00160	SYNPCC7002_RS00160	DNA starvation/stationary phase protection protein
SYNPCC7002_A1061	rpsS	1	gene-SYNPCC7002_RS05290	protein_coding	rpsS	SYNPCC7002_RS05290	30S ribosomal protein S19
SYNPCC7002_A2390	algI	1	gene-SYNPCC7002_RS11845	protein_coding	SYNPCC7002_RS11845	SYNPCC7002_RS11845	MBOAT family protein
SYNPCC7002_A1360	ACA99356.1	16	gene-SYNPCC7002_RS06800	protein_coding	SYNPCC7002_RS06800	SYNPCC7002_RS06800	hypothetical protein
SYNPCC7002_A1059	rpsC	1	gene-SYNPCC7002_RS05280	protein_coding	rpsC	SYNPCC7002_RS05280	30S ribosomal protein S3
