Geneid	Chr	Start	End	Strand	Length	CO2-0-04percent_Lane1-S1_CO2-adaptation	CO2-0-04percent_Lane2-S2_CO2-adaptation	CO2-0-04percent_Lane2-S3_CO2-adaptation	CO2-0-04percent_Lane2-S4_CO2-adaptation	CO2-30percent_Lane1-S14_CO2-adaptation	CO2-30percent_Lane1-S16_CO2-adaptation	CO2-30percent_Lane2-S13_CO2-adaptation	CO2-30percent_Lane2-S15_CO2-adaptation	CO2-4percent_Lane1-S6_CO2-adaptation	CO2-4percent_Lane1-S7_CO2-adaptation	CO2-4percent_Lane2-S5_CO2-adaptation	CO2-4percent_Lane2-S8_CO2-adaptation	CO2-8percent_Lane1-S12_CO2-adaptation	CO2-8percent_Lane2-S10_CO2-adaptation	CO2-8percent_Lane2-S11_CO2-adaptation	CO2-8percent_Lane2-S9_CO2-adaptation
gene-SYNPCC7002_RS06660	NC_010475.1	1386668	1387819	-	1152	4722	3676	3252	3314	8328	6386	6352	5822	11933	15953	9863	10766	10844	7704	10719	8447
gene-SYNPCC7002_RS06665	NC_010475.1	1388139	1389263	+	1125	1703	1252	1540	1413	1120	1113	984	823	1666	2029	1485	1776	1487	956	1299	1236
gene-SYNPCC7002_RS06670	NC_010475.1	1389331	1390212	-	882	2094	1965	1701	1819	4909	3856	3898	3665	3769	5085	3364	4131	3920	2743	3805	3098
gene-SYNPCC7002_RS06675	NC_010475.1	1390411	1391448	+	1038	327	229	157	123	669	677	459	471	1046	1612	921	1012	1112	695	990	837
gene-SYNPCC7002_RS06680	NC_010475.1	1391488	1391886	+	399	942	767	682	714	1396	1218	1054	945	1189	1379	953	1208	1100	754	1095	883
gene-SYNPCC7002_RS06685	NC_010475.1	1391950	1392276	+	327	421	414	392	478	634	484	451	457	390	487	325	377	394	277	379	264
gene-SYNPCC7002_RS06690	NC_010475.1	1392401	1392472	-	72	14	4	6	8	14	4	18	16	14	36	20	18	10	12	24	20
gene-SYNPCC7002_RS06695	NC_010475.1	1392621	1392923	+	303	87	56	69	45	228	292	195	157	176	272	243	255	233	123	161	137
gene-SYNPCC7002_RS06700	NC_010475.1	1393122	1393757	+	636	1614	1435	1305	1231	2630	2480	2118	2122	3025	3685	2412	2974	3119	1927	2636	2189
gene-SYNPCC7002_RS06705	NC_010475.1	1393767	1395107	+	1341	2360	2054	1866	1719	4381	3870	3384	3209	4347	5622	3712	4726	3821	2745	3729	3031
gene-SYNPCC7002_RS06710	NC_010475.1	1395131	1395724	+	594	780	739	743	876	1459	1057	994	1108	1372	1706	992	1193	1114	722	1198	846
gene-SYNPCC7002_RS06715	NC_010475.1	1396012	1397934	+	1923	3970	3610	3559	3437	11097	9352	7878	7378	10555	14098	10239	10967	10622	6790	9747	8226
gene-SYNPCC7002_RS06720	NC_010475.1	1398014	1399180	-	1167	3905	3474	2346	2741	10401	8576	7934	7306	13802	17277	11102	10895	13764	9297	13485	9880
gene-SYNPCC7002_RS06725	NC_010475.1	1399264	1401198	-	1935	627	465	516	401	762	640	585	499	768	1012	668	857	623	502	660	462
gene-SYNPCC7002_RS06730	NC_010475.1	1401713	1402657	-	945	516	433	432	371	889	675	647	650	818	1054	659	841	726	509	734	529
gene-SYNPCC7002_RS06735	NC_010475.1	1402862	1402978	+	117	1438	1357	1362	1400	2437	1811	1874	1464	3178	3887	2660	2140	2548	1942	3118	2355
gene-SYNPCC7002_RS06740	NC_010475.1	1403075	1403959	+	885	1423	1319	1187	1165	3298	2974	2463	2376	3446	4444	3113	3516	3641	2148	3044	2796
gene-SYNPCC7002_RS06745	NC_010475.1	1403966	1405570	-	1605	999	812	948	916	1375	1028	962	940	1123	1523	1063	1339	1127	800	1054	918
gene-SYNPCC7002_RS06755	NC_010475.1	1408312	1408779	+	468	869	723	964	795	1348	1071	801	827	819	1275	944	963	1077	671	908	854
gene-SYNPCC7002_RS06760	NC_010475.1	1409072	1410145	+	1074	59612	56739	43952	51648	89867	71069	69330	64949	101148	121942	84408	100175	97886	72596	95556	74027
gene-SYNPCC7002_RS06765	NC_010475.1	1410391	1411794	-	1404	4904	4211	4471	4468	8448	6500	5997	5980	6971	9003	5591	6558	6807	4334	6243	5139
gene-SYNPCC7002_RS06770	NC_010475.1	1411844	1412962	-	1119	2000	1910	1771	1900	2226	1574	1344	1487	890	1200	738	943	859	575	839	705
gene-SYNPCC7002_RS06775	NC_010475.1	1413546	1415888	+	2343	881	853	753	845	1084	745	762	764	734	923	524	592	619	421	633	479
gene-SYNPCC7002_RS06780	NC_010475.1	1416090	1417691	-	1602	15332	14302	15496	15115	29449	22705	21190	20768	16866	20872	14796	18635	15618	11162	15418	12123
gene-SYNPCC7002_RS06785	NC_010475.1	1418086	1418604	-	519	184	173	174	135	432	353	338	315	541	779	481	427	553	332	570	475
gene-SYNPCC7002_RS06790	NC_010475.1	1418877	1419383	+	507	148	162	157	120	285	163	137	140	219	228	154	198	147	121	182	119
gene-SYNPCC7002_RS06795	NC_010475.1	1419457	1420065	+	609	774	617	666	696	1544	1113	987	926	726	907	632	691	744	517	662	570
gene-SYNPCC7002_RS06800	NC_010475.1	1420100	1420546	-	447	2151	2102	2739	2785	1970	1506	1346	1451	1000	1501	1054	1442	881	680	816	676
gene-SYNPCC7002_RS06805	NC_010475.1	1420695	1421684	-	990	361	277	223	263	612	425	374	367	538	757	442	544	519	336	510	450
gene-SYNPCC7002_RS06810	NC_010475.1	1422000	1423586	+	1587	18137	17808	20068	20315	28569	21702	21140	20524	17236	22721	14097	16368	16455	10930	15857	12191
gene-SYNPCC7002_RS06815	NC_010475.1	1423807	1425120	-	1314	641	463	499	457	1176	897	816	835	858	1087	752	878	667	439	641	543
gene-SYNPCC7002_RS06820	NC_010475.1	1425120	1426049	-	930	3162	2402	2541	2472	4297	3381	3412	2983	2921	4324	2493	3570	2537	1888	2535	1920
gene-SYNPCC7002_RS06825	NC_010475.1	1426148	1426846	-	699	1989	1203	1076	1012	1369	1380	1152	884	1230	2040	1318	1874	1133	633	793	855
gene-SYNPCC7002_RS06830	NC_010475.1	1426886	1427563	-	678	3643	2692	2392	2386	2572	2323	1997	1800	2541	4313	2092	3207	2261	1585	1934	1739
gene-SYNPCC7002_RS06835	NC_010475.1	1427573	1428235	-	663	5396	3942	3362	3361	3476	3265	2883	2361	3780	5437	3254	4796	3641	2160	2787	2446
gene-SYNPCC7002_RS06840	NC_010475.1	1428427	1428750	+	324	205	165	142	132	819	734	544	472	144	226	199	326	210	115	128	199
gene-SYNPCC7002_RS06845	NC_010475.1	1428793	1429389	+	597	378	393	392	338	1809	1308	1138	1243	378	526	382	491	388	282	401	298
gene-SYNPCC7002_RS06850	NC_010475.1	1429379	1430143	-	765	195	196	171	218	402	337	275	273	290	363	227	304	284	174	254	255
gene-SYNPCC7002_RS06855	NC_010475.1	1430167	1430961	-	795	750	593	532	515	1183	1017	873	907	807	1220	704	1110	890	602	731	637
gene-SYNPCC7002_RS17065	NC_010475.1	1431067	1433775	-	2709	9147	8052	8464	8620	9517	7574	7201	6613	7179	9124	6776	8290	6552	4601	6536	5426
gene-SYNPCC7002_RS06865	NC_010475.1	1433916	1434452	-	537	652	434	424	424	1248	1020	849	835	946	1181	872	1125	982	594	784	688
gene-SYNPCC7002_RS06870	NC_010475.1	1434513	1434908	-	396	1600	1266	1176	990	2358	1752	1601	1497	1823	2741	1793	2472	2255	1315	1967	1731
gene-SYNPCC7002_RS06875	NC_010475.1	1435167	1436354	-	1188	1061	1052	1139	1271	1404	1085	912	859	874	1260	799	1035	931	612	872	702
gene-SYNPCC7002_RS06880	NC_010475.1	1436824	1438446	+	1623	1582	1290	1262	1204	2051	1604	1524	1312	2533	3225	2339	2672	2239	1626	2238	1873
gene-SYNPCC7002_RS06885	NC_010475.1	1438458	1439432	-	975	110	91	92	74	259	160	192	181	243	294	197	271	200	151	229	174
gene-SYNPCC7002_RS06890	NC_010475.1	1439527	1440330	+	804	1434	1224	1363	1524	1176	900	858	822	1148	1453	930	1304	1020	801	1048	819
gene-SYNPCC7002_RS06895	NC_010475.1	1440416	1442191	+	1776	4357	3644	4482	4370	2739	2259	2156	2117	1689	2268	1397	2073	1624	1134	1397	1293
gene-SYNPCC7002_RS06900	NC_010475.1	1442207	1442449	-	243	191	225	194	230	414	286	291	282	212	304	235	256	269	190	227	220
gene-SYNPCC7002_RS06905	NC_010475.1	1442634	1444238	+	1605	769	653	583	513	1164	1018	909	781	1246	1805	1168	1422	1334	769	1112	935
gene-SYNPCC7002_RS16110	NC_010475.1	1444368	1447427	+	3060	1614	1594	1689	1608	1978	1418	1327	1289	1330	1794	1305	1385	1370	870	1261	1041
gene-SYNPCC7002_RS06915	NC_010475.1	1447490	1448071	+	582	1209	1022	875	926	1647	1380	1322	1120	1593	2348	1755	1655	1832	1218	1719	1281
gene-SYNPCC7002_RS06925	NC_010475.1	1448359	1450362	-	2004	3088	2594	2577	2612	5231	4193	3616	3480	4077	5291	3590	4471	4173	2688	3776	3376
gene-SYNPCC7002_RS06930	NC_010475.1	1450509	1451171	-	663	1826	1786	1560	1628	2858	2093	1930	1860	2505	3601	2494	3158	2999	1887	2665	2203
gene-SYNPCC7002_RS06935	NC_010475.1	1451317	1452093	+	777	618	494	552	665	574	518	447	443	631	790	512	608	670	384	582	460
gene-SYNPCC7002_RS06940	NC_010475.1	1452077	1452547	-	471	2103	2207	1657	1787	3453	2482	2348	2517	2782	3901	2418	3166	2771	2162	2813	2125
gene-SYNPCC7002_RS06945	NC_010475.1	1452706	1454163	+	1458	882	688	624	598	1328	1093	963	905	908	1148	764	1172	834	599	814	582
gene-SYNPCC7002_RS06950	NC_010475.1	1454140	1455369	-	1230	1927	1436	1512	1466	3160	2341	2292	2168	2350	3456	1929	2401	2320	1649	2515	1888
gene-SYNPCC7002_RS06955	NC_010475.1	1455533	1456624	+	1092	1730	1345	1353	1456	2455	2010	1851	1958	1384	1971	1112	1592	1372	929	1333	960
gene-SYNPCC7002_RS06960	NC_010475.1	1456728	1458224	+	1497	2958	2479	2402	2435	5033	4304	3800	3583	2809	4085	2655	3850	2953	1938	2674	2318
gene-SYNPCC7002_RS06965	NC_010475.1	1458287	1458904	+	618	1043	960	1358	1178	1717	1449	1376	1144	1142	1534	879	1360	1076	780	1038	865
gene-SYNPCC7002_RS06970	NC_010475.1	1459004	1459216	+	213	25561	21850	18490	18485	17470	16798	13950	11133	25292	30949	23833	26088	30094	15633	22900	21838
gene-SYNPCC7002_RS06975	NC_010475.1	1459385	1460830	+	1446	1325	1389	1054	1025	3674	3109	2795	2492	4828	6818	4701	4396	5127	3362	4856	4011
gene-SYNPCC7002_RS06980	NC_010475.1	1461338	1462827	+	1490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SYNPCC7002_RS06985	NC_010475.1	1462949	1463022	+	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SYNPCC7002_RS06990	NC_010475.1	1463062	1463137	+	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SYNPCC7002_RS06995	NC_010475.1	1463345	1466156	+	2812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SYNPCC7002_RS07000	NC_010475.1	1466236	1466353	+	118	16	2	8	12	6	22	18	20	18	24	24	26	19	2	12	28
gene-SYNPCC7002_RS07005	NC_010475.1	1466514	1467395	-	882	674	649	665	626	1032	809	771	648	934	1306	922	946	983	695	950	813
gene-SYNPCC7002_RS07010	NC_010475.1	1467599	1469128	+	1530	1369	1323	1085	1248	2202	1666	1770	1422	1939	2525	1568	1936	1852	1334	1774	1485
gene-SYNPCC7002_RS07015	NC_010475.1	1469294	1470403	+	1110	5750	5230	5049	4582	11237	9652	9045	8051	8455	10816	7887	8649	9422	6116	8358	6683
gene-SYNPCC7002_RS07020	NC_010475.1	1470491	1470970	+	480	125	142	142	116	463	283	264	384	163	239	105	156	152	120	183	126
gene-SYNPCC7002_RS07025	NC_010475.1	1470997	1471554	+	558	803	733	869	1015	1038	689	696	686	528	635	359	538	447	437	532	377
gene-SYNPCC7002_RS07030	NC_010475.1	1471551	1473494	-	1944	3274	3148	3189	3207	4113	2771	2562	2783	2256	2913	1859	2324	2268	1571	2176	1676
gene-SYNPCC7002_RS07035	NC_010475.1	1473640	1474914	-	1275	1660	1450	1248	1363	2294	1820	1683	1813	2915	4107	2281	2560	2950	1917	2919	2094
gene-SYNPCC7002_RS07040	NC_010475.1	1475055	1476017	+	963	169	162	111	115	111	105	63	72	81	123	84	119	78	74	107	67
gene-SYNPCC7002_RS07045	NC_010475.1	1476004	1478652	-	2649	1609	1368	1544	1377	2570	2177	2075	1989	2226	2978	2176	2397	2268	1633	2254	1855
gene-SYNPCC7002_RS07050	NC_010475.1	1478733	1479302	-	570	505	565	536	512	662	616	526	497	371	524	344	402	396	327	385	343
gene-SYNPCC7002_RS07055	NC_010475.1	1479356	1480480	-	1125	907	883	656	757	1963	1716	1497	1314	1036	1412	911	1481	1050	744	889	882
gene-SYNPCC7002_RS07060	NC_010475.1	1480652	1481281	-	630	197	159	161	135	576	432	338	389	420	542	424	503	513	310	435	351
gene-SYNPCC7002_RS07065	NC_010475.1	1481316	1482056	-	741	1697	1505	1300	1299	3245	2586	2229	2056	2804	3468	2286	2349	2689	1805	2710	1991
gene-SYNPCC7002_RS07070	NC_010475.1	1482231	1482467	+	237	3389	2756	3224	2969	4849	4298	3694	2857	3262	3850	3030	3170	3358	2268	2996	2548
gene-SYNPCC7002_RS07075	NC_010475.1	1482546	1485533	-	2988	3906	3199	2863	2940	7771	6367	6071	5630	9188	12238	7860	9656	8595	6122	8362	6471
gene-SYNPCC7002_RS07080	NC_010475.1	1485680	1485868	-	189	309	263	229	278	480	289	280	336	391	590	349	378	362	283	437	297
gene-SYNPCC7002_RS07085	NC_010475.1	1485999	1488758	+	2760	597	412	435	518	943	826	756	657	930	1137	704	766	758	610	794	604
gene-SYNPCC7002_RS07090	NC_010475.1	1488776	1489792	-	1017	367	363	335	322	477	349	372	278	402	447	369	363	395	199	285	302
gene-SYNPCC7002_RS07095	NC_010475.1	1489906	1490988	+	1083	350283	457286	464137	596869	308292	193113	209143	226097	209760	283314	175930	190687	185507	178277	247745	161583
gene-SYNPCC7002_RS07100	NC_010475.1	1491159	1491464	-	306	1020	1100	936	1050	212	128	167	163	91	151	86	126	99	58	71	62
gene-SYNPCC7002_RS07105	NC_010475.1	1491567	1492163	+	597	1186	1121	1362	1408	2138	1628	1434	1337	1808	2056	1416	1914	1508	873	1470	1187
gene-SYNPCC7002_RS07110	NC_010475.1	1492392	1494050	+	1659	3669	2573	2384	2204	6101	5444	4420	3951	5650	7714	5484	6451	6253	3633	5077	4665
gene-SYNPCC7002_RS07115	NC_010475.1	1494097	1494411	+	315	864	755	734	749	1616	1282	1149	1056	1296	1713	1346	1513	1263	797	1273	1007
gene-SYNPCC7002_RS07120	NC_010475.1	1494459	1495364	+	906	1174	958	901	911	2323	1927	1730	1629	2146	2853	1790	2214	2214	1286	1912	1536
gene-SYNPCC7002_RS07125	NC_010475.1	1495372	1496265	-	894	759	680	706	591	487	384	369	333	702	849	742	730	714	446	715	576
gene-SYNPCC7002_RS07130	NC_010475.1	1496310	1498064	+	1755	1172	1015	938	857	517	401	362	282	674	952	796	734	839	448	601	677
gene-SYNPCC7002_RS07135	NC_010475.1	1498139	1499617	+	1479	1425	1133	1254	1059	3143	2642	2159	1920	1334	1650	1393	1880	1457	810	1098	1020
gene-SYNPCC7002_RS07140	NC_010475.1	1499614	1499925	-	312	147	176	134	155	413	296	279	246	287	341	279	324	243	183	276	196
gene-SYNPCC7002_RS07145	NC_010475.1	1499946	1501157	-	1212	1678	1442	1798	1592	3110	2255	1977	2303	1645	2101	1317	1636	1457	1132	1544	1071
gene-SYNPCC7002_RS07150	NC_010475.1	1501158	1501370	-	213	1821	1411	1864	1438	1764	1527	1347	1112	1166	1289	1010	1384	1056	650	868	848
gene-SYNPCC7002_RS07155	NC_010475.1	1501544	1501750	+	207	782	662	658	781	714	507	471	415	491	674	514	562	546	342	576	400
gene-SYNPCC7002_RS07160	NC_010475.1	1501801	1502262	-	462	404	346	439	340	937	790	617	673	221	341	170	290	266	165	205	178
gene-SYNPCC7002_RS07165	NC_010475.1	1502390	1503730	-	1341	1540	1128	1625	1136	672	418	372	476	562	775	483	602	414	253	375	319
gene-SYNPCC7002_RS07170	NC_010475.1	1503739	1504623	-	885	1641	1197	1565	1263	518	431	341	420	615	833	578	700	415	208	383	275
gene-SYNPCC7002_RS07175	NC_010475.1	1504877	1505581	+	705	3049	2503	3337	2346	2850	2152	2046	2235	1968	2629	1411	1927	1419	1066	1481	1045
gene-SYNPCC7002_RS07180	NC_010475.1	1505658	1506881	+	1224	1013	727	1038	761	1242	994	942	911	784	1067	608	753	567	390	653	474
gene-SYNPCC7002_RS07185	NC_010475.1	1507076	1507702	+	627	1652	1673	1883	1711	2571	1714	1675	1699	2193	2920	1919	2612	2349	1686	2256	1807
gene-SYNPCC7002_RS07190	NC_010475.1	1507756	1508520	+	765	720	642	546	444	1458	1440	1192	950	1317	1656	1389	1738	1484	954	1162	1096
gene-SYNPCC7002_RS07195	NC_010475.1	1508520	1509203	+	684	259	252	235	216	619	465	445	417	622	842	494	716	595	434	585	434
gene-SYNPCC7002_RS07200	NC_010475.1	1509200	1509682	-	483	254	182	213	142	1039	771	606	677	236	406	277	335	276	188	217	207
gene-SYNPCC7002_RS07205	NC_010475.1	1509679	1510215	-	537	909	785	877	861	3003	2085	1849	2202	882	1256	852	1193	957	745	984	890
gene-SYNPCC7002_RS07210	NC_010475.1	1510219	1510887	-	669	3408	3146	2705	2655	7325	5759	5088	4933	2591	3247	2501	3426	2904	1830	2560	2192
gene-SYNPCC7002_RS07215	NC_010475.1	1510953	1511543	+	591	349	337	369	410	401	290	309	347	304	337	229	346	277	166	282	177
gene-SYNPCC7002_RS07220	NC_010475.1	1511550	1512566	-	1017	343	202	316	286	185	169	135	123	140	212	145	162	109	57	132	71
gene-SYNPCC7002_RS07225	NC_010475.1	1512636	1516172	-	3537	1207	742	903	913	615	496	433	447	423	638	328	411	317	160	233	171
gene-SYNPCC7002_RS07230	NC_010475.1	1516792	1517181	-	390	71	64	109	116	134	117	127	103	81	98	92	109	79	49	59	56
gene-SYNPCC7002_RS07235	NC_010475.1	1517562	1518863	+	1302	56	52	26	56	71	52	69	62	95	129	74	107	96	52	80	66
gene-SYNPCC7002_RS07240	NC_010475.1	1518900	1520141	+	1242	18	24	19	17	70	70	56	49	50	84	48	68	46	34	66	24
gene-SYNPCC7002_RS07245	NC_010475.1	1520138	1521304	+	1167	29	55	49	21	90	67	62	70	69	97	71	86	70	63	66	62
gene-SYNPCC7002_RS07250	NC_010475.1	1521311	1523143	+	1833	137	136	114	90	267	197	192	152	200	249	150	186	192	181	172	175
gene-SYNPCC7002_RS07255	NC_010475.1	1523146	1524138	+	993	70	44	42	75	129	89	75	94	83	141	95	124	92	71	83	92
gene-SYNPCC7002_RS07260	NC_010475.1	1524246	1524608	+	363	146	104	154	111	126	113	122	130	117	192	91	128	108	80	101	79
gene-SYNPCC7002_RS07265	NC_010475.1	1524608	1526119	+	1512	227	181	209	185	277	152	187	200	198	285	179	237	176	126	163	130
gene-SYNPCC7002_RS07270	NC_010475.1	1526085	1526753	+	669	104	95	90	88	136	100	101	106	87	139	87	119	117	66	78	69
gene-SYNPCC7002_RS07275	NC_010475.1	1526805	1527392	+	588	33	34	26	25	80	58	53	33	41	71	47	65	45	20	37	48
gene-SYNPCC7002_RS07280	NC_010475.1	1527448	1527945	+	498	364	377	429	445	681	542	610	530	401	520	329	499	425	248	362	342
gene-SYNPCC7002_RS07285	NC_010475.1	1527983	1529092	+	1110	1498	1329	1239	1484	2560	2040	1763	1762	1799	2383	1409	1838	1634	1170	1537	1187
gene-SYNPCC7002_RS07290	NC_010475.1	1529398	1530141	-	744	114	75	92	100	322	179	190	259	146	161	119	162	105	106	136	71
gene-SYNPCC7002_RS07295	NC_010475.1	1530287	1530949	+	663	833	780	811	708	1043	711	756	595	905	1353	921	1040	1046	611	939	808
gene-SYNPCC7002_RS07300	NC_010475.1	1530971	1532305	-	1335	3569	2664	2745	2584	9513	7638	6533	6599	3026	4290	2932	4502	2662	2170	2665	2128
gene-SYNPCC7002_RS07305	NC_010475.1	1532427	1533956	-	1530	3599	2731	3487	3225	10901	7614	7212	7294	3594	5381	3281	4914	3373	2500	3435	2694
gene-SYNPCC7002_RS07310	NC_010475.1	1534054	1535199	-	1146	7191	5684	6169	6264	16895	12456	11601	11870	7582	9969	6145	9306	6131	5418	6640	4600
gene-SYNPCC7002_RS07315	NC_010475.1	1535639	1537018	-	1380	1084	1234	1070	948	7215	4894	4626	5434	1444	2222	1247	2118	1531	1052	1590	1113
gene-SYNPCC7002_RS07320	NC_010475.1	1537195	1537821	+	627	222	221	235	229	738	592	472	551	318	388	305	404	375	212	341	272
gene-SYNPCC7002_RS07325	NC_010475.1	1537931	1538929	-	999	1318	1166	1517	1481	1574	1264	1127	1036	1403	1877	1123	1691	1276	926	1292	1054
gene-SYNPCC7002_RS07330	NC_010475.1	1538966	1540198	-	1233	2165	2023	2480	2150	2450	1995	1750	1744	2270	2820	2076	2311	2136	1354	1888	1620
gene-SYNPCC7002_RS07335	NC_010475.1	1540354	1541469	+	1116	524	462	342	407	966	851	709	585	556	755	494	716	601	358	580	443
gene-SYNPCC7002_RS07340	NC_010475.1	1541486	1542055	-	570	361	325	296	333	391	307	290	284	423	589	458	419	421	277	381	331
gene-SYNPCC7002_RS07345	NC_010475.1	1542203	1543939	-	1737	1534	1556	1465	1482	1621	1306	1283	1092	1528	2083	1783	1884	1945	1074	1709	1584
gene-SYNPCC7002_RS07350	NC_010475.1	1544064	1546889	-	2826	830	750	593	593	1878	1591	1303	1311	1806	2509	1887	2218	2209	1290	1778	1474
gene-SYNPCC7002_RS07355	NC_010475.1	1547095	1547700	-	606	7814	8821	5417	7759	44821	32562	30667	30365	15924	22330	16657	26064	25684	20804	25361	21286
gene-SYNPCC7002_RS07360	NC_010475.1	1547941	1548291	-	351	15	16	15	15	59	23	46	31	19	22	7	26	10	11	23	22
gene-SYNPCC7002_RS07365	NC_010475.1	1548483	1548962	-	480	192	199	143	209	328	223	263	169	207	283	229	242	177	134	204	161
gene-SYNPCC7002_RS07370	NC_010475.1	1549075	1550262	-	1188	159	150	164	164	357	311	307	256	577	765	522	704	504	349	528	376
gene-SYNPCC7002_RS07375	NC_010475.1	1550421	1550888	-	468	1805	2038	2116	2460	1759	1157	1169	1162	1109	1284	734	1109	942	765	1151	801
gene-SYNPCC7002_RS07380	NC_010475.1	1550954	1551916	-	963	980	825	854	794	1679	1432	1236	1199	1104	1331	1091	1294	1268	846	1186	971
gene-SYNPCC7002_RS07385	NC_010475.1	1552030	1554552	+	2523	1610	1346	1440	1384	2358	1918	1955	1563	1317	1693	1022	1496	1435	891	1256	1055
gene-SYNPCC7002_RS07390	NC_010475.1	1554767	1554976	+	210	69	128	114	85	5703	3272	2578	3909	194	336	241	333	271	180	328	202
gene-SYNPCC7002_RS07395	NC_010475.1	1555025	1555222	+	198	102	123	128	96	6203	3613	2935	4395	209	350	254	344	306	170	342	220
gene-SYNPCC7002_RS07400	NC_010475.1	1555250	1555462	+	213	83	54	55	31	2621	1839	1377	2013	110	195	127	196	199	81	147	110
gene-SYNPCC7002_RS07405	NC_010475.1	1555611	1555910	-	300	2915	2358	2888	2985	2344	1694	1778	1550	1525	1963	1370	1459	1493	1009	1582	1216
gene-SYNPCC7002_RS07410	NC_010475.1	1556470	1557372	+	903	1839	1524	2083	1519	1505	1219	1008	993	641	773	543	770	439	284	377	317
gene-SYNPCC7002_RS16115	NC_010475.1	1557436	1558617	+	1182	2166	1724	2700	1903	1467	1060	1051	937	749	1026	699	837	538	393	539	464
gene-SYNPCC7002_RS07420	NC_010475.1	1558626	1560995	-	2370	252	237	254	283	363	287	319	286	194	262	155	187	221	171	202	153
gene-SYNPCC7002_RS07425	NC_010475.1	1560998	1561714	-	717	108	62	89	72	89	83	91	72	38	53	34	61	23	21	38	14
gene-SYNPCC7002_RS07430	NC_010475.1	1561728	1563110	-	1383	314	283	322	323	385	241	320	289	164	205	123	162	146	95	123	117
gene-SYNPCC7002_RS07435	NC_010475.1	1563578	1565035	+	1458	131	158	163	176	259	193	171	161	157	215	166	211	96	75	115	88
gene-SYNPCC7002_RS07440	NC_010475.1	1565045	1565962	-	918	991	982	1004	956	1229	957	903	915	1075	1535	944	1084	1165	774	1255	823
gene-SYNPCC7002_RS07445	NC_010475.1	1565952	1567091	-	1140	789	661	799	681	809	612	509	496	654	820	587	703	550	421	558	492
gene-SYNPCC7002_RS16120	NC_010475.1	1567159	1567632	-	474	1024	662	1114	939	422	349	296	283	508	596	358	422	433	301	301	278
gene-SYNPCC7002_RS07455	NC_010475.1	1567938	1568282	+	345	399	450	569	497	346	236	209	260	104	145	101	157	98	67	104	87
gene-SYNPCC7002_RS07460	NC_010475.1	1568609	1571512	+	2904	1251	1002	1167	1032	668	436	435	432	657	926	726	843	685	408	567	547
gene-SYNPCC7002_RS07465	NC_010475.1	1571616	1572551	-	936	11604	9433	9094	9805	8473	6067	6072	6219	17039	23093	16381	21321	12353	9078	13670	10125
gene-SYNPCC7002_RS07470	NC_010475.1	1572916	1573446	-	531	205	202	297	242	298	211	199	193	289	429	231	258	253	151	293	165
gene-SYNPCC7002_RS07475	NC_010475.1	1573531	1574994	-	1464	868	718	624	629	1440	1154	1122	969	1987	2718	1484	2005	1823	1237	1832	1391
gene-SYNPCC7002_RS07480	NC_010475.1	1575037	1576023	-	987	4468	3518	3726	3481	3683	3421	3266	2773	5466	5949	4211	5586	4236	3028	3946	3057
gene-SYNPCC7002_RS16975	NC_010475.1	1576054	1576290	-	237	236	198	167	141	163	163	113	131	241	290	227	347	248	124	225	231
gene-SYNPCC7002_RS07490	NC_010475.1	1576367	1576900	+	534	1814	1614	1054	1108	7332	5803	5213	4952	11407	15129	10061	9999	12106	7644	11561	9294
gene-SYNPCC7002_RS07495	NC_010475.1	1576982	1578211	-	1230	320	285	289	322	800	674	607	613	1324	1933	1116	1089	1354	905	1421	896
gene-SYNPCC7002_RS07500	NC_010475.1	1578343	1579239	+	897	1611	1491	1348	1364	2503	1932	1804	1711	2805	3670	2397	2805	2772	2047	2782	2321
gene-SYNPCC7002_RS07505	NC_010475.1	1579528	1580265	+	738	2120	1848	2255	2031	3634	2628	2741	2637	2956	3725	2266	2856	2526	1972	2589	2098
gene-SYNPCC7002_RS07510	NC_010475.1	1580437	1580895	-	459	12724	13418	12903	14372	17162	11867	11554	12456	25304	32049	19438	19666	25058	17435	25469	17938
gene-SYNPCC7002_RS07515	NC_010475.1	1580953	1582512	-	1560	1771	1263	1567	1474	2446	1863	1714	1575	2014	2803	2121	2241	2070	1296	2002	1616
gene-SYNPCC7002_RS07520	NC_010475.1	1582856	1585126	-	2271	7184	5447	6420	5941	8328	6473	6460	5687	7891	12125	7930	10801	7950	5631	8426	6349
gene-SYNPCC7002_RS07525	NC_010475.1	1585174	1586571	-	1398	3600	2857	3296	2894	3979	3355	3268	3057	4531	6376	4577	6487	4470	3118	4636	3441
gene-SYNPCC7002_RS07530	NC_010475.1	1587019	1587510	+	492	507	368	469	399	1266	1098	1067	1047	1679	2438	1674	2251	1865	1306	1833	1391
gene-SYNPCC7002_RS07535	NC_010475.1	1587927	1589234	+	1308	2455	1460	1745	1510	4465	4041	3692	3160	6807	9900	7739	10364	8274	5608	8067	5790
gene-SYNPCC7002_RS07540	NC_010475.1	1589400	1589963	+	564	1083	932	1036	1136	1870	1396	1475	1287	1947	2783	2057	2438	2033	1464	2116	1570
