"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"1705","202","GO Biological Process","","Cellular process","3.31E-15","ACA98039.1|efp|fabZ|ACA98089.1|eno|rbfA|ACA98139.1|trmH|groEL-II|ndhF-III|ndhD-III|ACA98196.1|prfB|sodB|grxC|ACA98300.1|ACA98318.1|fusA|sigC|csgA|rpsF|ACA98456.1|rplU|plsX|ACA98547.1|ACA98575.1|tpiA|deaD|ACA98631.1|thrS|fadD|dnaJ|ACA98709.1|ACA98726.1|atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|ACA98749.1|atpD|atpC|rimP|nusA|infB|ACA98769.1|petB|ndhF|todF|ACA98918.1|ndhE|ndhG|ndhI|ndhA|nusB|frr|rpsA|rmpH|fabF|rplL|rpl10|rplA|rplK|nusG|rplS|prfA|rpmE|rpsI|rplM|truA|rplQ|rpoA|rpsK|rpsM|infA|adk|secY|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|putA|sdhB|ACA99107.1|ACA99142.1|ctaCI|ctaDI|ctaEI|trmE|ACA99172.1|ACA99173.1|ppa|rimM|prmA|ACA99265.1|tig|bioF|merA|ACA99331.1|ACA99416.1|rplI|ACA99496.1|obg|ACA99524.1|pgk|ACA99596.1|ffh|ACA99616.1|rbpA|glnA|ACA99645.1|envM|ACA99727.1|rpsU|ybeY|ACA99792.1|ndhD4|ACA99836.1|ACA99891.1|petC|proC|ACA99912.1|ACA99930.1|tsf|rpsB|ndhD2|ACA99963.1|ACA99966.1|ndhD1|ACA99988.1|rpoC2|rpoC1|rpoB|rpsJ|tuf|fusA-2|rpsG|rpsL|fus|rpsD|ACB00092.1|accC|dnaK-3|dnaJ-2|ACB00143.1|rplT|rpmI|ACB00170.1|ACB00202.1|ACB00259.1|petF-4|ndhD|def|clpB1|fabG|dnaK-4|lepA|apqZ|accA|groES|groEL|rfaG-2|ACB00473.1|hyuA|ACB00497.1|sll1284|ndhH|rnc-2|ndhB|fabD|ACB00570.1|ACB00587.1|ACB00601.1|ACB00646.1|infC|ACB00679.1|coaE|ndhC|ndhK|ndhJ|ftsY|fcl|ACB00805.1|ACB00806.1|ACB00834.1|ACB00835.1","163300","5275|5629|5551|5536|5530|5545|3889|3907|3718|4159|4174|4081|4078|2332|2602|2557|1273|1540|982|844|6232|6214|5377|4438|4345|4726|4555|1846|1801|1762|3208|3064|403|484|466|463|472|469|457|454|460|433|424|421|1462|1474|1447|1420|5008|4969|4921|3304|3292|3283|3280|3286|3271|3514|3508|3370|4153|4114|4123|4105|4111|4093|4063|4060|4036|4045|4033|4003|4015|3988|4000|3973|3982|3961|3970|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|1966|2089|2221|2545|2449|2422|2437|637|634|628|826|727|1249|1117|1090|1072|6076|5413|4681|4216|2740|3223|3139|2260|1435|1360|1345|1339|1330|1648|1534|5914|5881|6313|3484|3475|4468|1753|1747|1732|1918|1855|1771|1780|2851|2821|2818|2491|2485|532|535|523|715|709|712|703|706|682|676|1174|1075|5062|5065|5056|5167|5170|5155|5680|3562|3724|3727|4180|4144|4057|2365|2338|2311|2176|2650|2638|2530|2434|1591|1567|967|973|958|925|829|1150|6307|6235|5374|4429|4435|4366|4723|4729|4711|3838|2779|2743|2749|3124|3103","3.57E-17","","GO:0009987","1.4480172006224281","0"
"581","108","GO Biological Process","","Cellular nitrogen compound metabolic process","5.51E-15","efp|ACA98089.1|eno|rbfA|trmH|prfB|fusA|sigC|rpsF|ACA98456.1|rplU|ACA98547.1|tpiA|deaD|thrS|dnaJ|ACA98726.1|atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|ACA98749.1|atpD|atpC|nusA|infB|nusB|frr|rpsA|rmpH|rplL|rpl10|rplA|rplK|nusG|rplS|prfA|rpmE|rpsI|rplM|truA|rplQ|rpoA|rpsK|rpsM|infA|adk|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|ACA99107.1|trmE|rimM|ACA99265.1|bioF|rplI|pgk|rbpA|ACA99727.1|rpsU|ybeY|ACA99930.1|tsf|rpsB|rpoC2|rpoC1|rpoB|rpsJ|tuf|fusA-2|rpsG|rpsL|fus|rpsD|accC|dnaJ-2|ACB00143.1|rplT|rpmI|def|lepA|accA|hyuA|rnc-2|ACB00570.1|infC|coaE|fcl|ACB00805.1|ACB00834.1","163300","5629|5536|5530|5545|3907|4078|1540|982|6232|6214|5377|4345|4555|1846|1762|3064|484|466|463|472|469|457|454|460|433|424|421|1474|1447|3271|3514|3508|3370|4114|4123|4105|4111|4093|4063|4060|4036|4045|4033|4003|4015|3988|4000|3973|3982|3961|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|2221|637|727|1117|1072|4216|2260|1339|5914|5881|6313|1855|1771|1780|532|535|523|715|709|712|703|706|682|676|1075|5065|5056|5167|5170|4180|2338|2176|1591|958|1150|4429|4366|2779|2743|3124","6.44E-17","","GO:0034641","1.4258848401148216","0"
"37","30","COMPARTMENTS","","Ribosome","5.81E-15","lrtA|rpsF|rplU|rpsA|rmpH|rplL|rpl10|rpmE|rpsI|rplM|rpsK|rplO|rpsE|rplR|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rpsC|rpsS|rplB|rplW|rplC|rpsU|rpsB|rpsJ|rpsG|rpmI","163300","2179|6232|5377|3508|3370|4114|4123|4036|4045|4033|4000|2074|2080|2071|2062|2041|2050|2035|2038|2023|2020|2014|1996|2005|1993|5881|1780|715|703|5170","4.44E-17","","GOCC:0005840","1.423582386760967","0"
"42","31","GO Molecular Function","","rRNA binding","1.25E-14","rpsF|rplU|rpl10|rplA|rplK|rpmE|rpsK|rpsM|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|rplI|rpsG|rpsL|rpsD|rplT|rnc-2","163300","6232|5377|4123|4105|4111|4036|4000|3973|2074|2080|2071|2053|2062|2041|2050|2035|2038|2032|2020|2008|2014|1996|2005|1987|1993|4216|703|706|676|5167|958","8.32E-17","","GO:0019843","1.3903089986991943","0"
"116","46","GO Molecular Function","","RNA binding","2.59E-14","trmH|rpsF|ACA98483.1|rplU|deaD|thrS|nusA|nusB|rpl10|rplA|rplK|rpmE|truA|rpsK|rpsM|infA|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|ACA99107.1|ACA99265.1|rplI|ffh|rbpA|rpsJ|rpsG|rpsL|rpsD|ACB00143.1|rplT|rnc-2|ACB00805.1","163300","3907|6232|6037|5377|1846|1762|1474|3271|4123|4105|4111|4036|4003|4000|3973|3982|2074|2080|2071|2053|2062|2041|2050|2035|2038|2032|2020|2008|2014|1996|2005|1987|1993|2221|1117|4216|1360|1339|715|703|706|676|5056|5167|958|2743","2.16E-16","","GO:0003723","1.3586700235918747","0"
"972","144","GO Biological Process","","Primary metabolic process","4.07E-14","ftsH-2|efp|fabZ|ACA98089.1|eno|rbfA|ACA98139.1|trmH|clpC|prfB|lrtA|ACA98300.1|fusA|sigC|rpsF|ACA98456.1|ACA98485.1|rplU|pqqL|plsX|ACA98547.1|tpiA|deaD|thrS|fadD|dnaJ|ACA98726.1|atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|ACA98749.1|atpD|atpC|nusA|infB|pip|ftsH-4|nusB|frr|rpsA|rmpH|fabF|rplL|rpl10|rplA|rplK|nusG|rplS|prfA|rpmE|rpsI|rplM|truA|rplQ|rpoA|rpsK|rpsM|infA|adk|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|putA|ppib|ACA99107.1|trmE|ACA99172.1|rimM|prmA|ACA99265.1|map|ACA99398.1|ACA99416.1|rplI|pgk|ACA99616.1|rbpA|glnA|degQ|envM|ACA99727.1|rpsU|ybeY|ACA99891.1|proC|ACA99930.1|tsf|rpsB|ACA99988.1|rpoC2|rpoC1|rpoB|rpsJ|tuf|fusA-2|rpsG|rpsL|fus|rpsD|hetI|accC|dnaJ-2|ACB00143.1|rplT|rpmI|ACB00202.1|ACB00272.1|map-2|def|fabG|lepA|accA|pqqL-2|ACB00497.1|rnc-2|fabD|ACB00567.1|ACB00570.1|ACB00601.1|infC|coaE|ACB00725.1|fcl|ACB00805.1|ACB00835.1","163300","5695|5629|5551|5536|5530|5545|3889|3907|3760|4078|2179|2557|1540|982|6232|6214|5476|5377|4456|4438|4345|4555|1846|1762|3208|3064|484|466|463|472|469|457|454|460|433|424|421|1474|1447|5842|3664|3271|3514|3508|3370|4153|4114|4123|4105|4111|4093|4063|4060|4036|4045|4033|4003|4015|3988|4000|3973|3982|3961|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|1966|2092|2221|637|634|727|1249|1117|1078|4798|4681|4216|2260|1345|1339|1330|1672|1534|5914|5881|6313|1753|1732|1855|1771|1780|2485|532|535|523|715|709|712|703|706|682|676|661|1075|5065|5056|5167|5170|5680|3529|4228|4180|4057|2338|2176|2428|1567|958|829|1171|1150|6235|4429|4366|4702|2779|2743|3103","5.13E-16","","GO:0044238","1.3390405590774779","0"
"1191","162","GO Biological Process","","Cellular metabolic process","6.98E-14","efp|fabZ|ACA98089.1|eno|rbfA|ACA98139.1|trmH|ndhF-III|ndhD-III|prfB|sodB|ACA98300.1|ACA98318.1|fusA|sigC|csgA|rpsF|ACA98456.1|rplU|plsX|ACA98547.1|tpiA|deaD|thrS|fadD|dnaJ|ACA98726.1|atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|ACA98749.1|atpD|atpC|nusA|infB|petB|ndhF|ACA98918.1|ndhE|ndhG|ndhI|ndhA|nusB|frr|rpsA|rmpH|fabF|rplL|rpl10|rplA|rplK|nusG|rplS|prfA|rpmE|rpsI|rplM|truA|rplQ|rpoA|rpsK|rpsM|infA|adk|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|putA|sdhB|ACA99107.1|ctaCI|ctaDI|ctaEI|trmE|ACA99172.1|ppa|rimM|prmA|ACA99265.1|bioF|ACA99416.1|rplI|pgk|rbpA|glnA|envM|ACA99727.1|rpsU|ybeY|ndhD4|ACA99836.1|ACA99891.1|petC|proC|ACA99930.1|tsf|rpsB|ndhD2|ACA99963.1|ACA99966.1|ndhD1|ACA99988.1|rpoC2|rpoC1|rpoB|rpsJ|tuf|fusA-2|rpsG|rpsL|fus|rpsD|accC|dnaJ-2|ACB00143.1|rplT|rpmI|ACB00202.1|petF-4|ndhD|def|fabG|lepA|accA|rfaG-2|hyuA|ACB00497.1|sll1284|ndhH|rnc-2|ndhB|fabD|ACB00570.1|ACB00601.1|infC|coaE|ndhC|ndhK|ndhJ|fcl|ACB00805.1|ACB00834.1|ACB00835.1","163300","5629|5551|5536|5530|5545|3889|3907|4159|4174|4078|2332|2557|1273|1540|982|844|6232|6214|5377|4438|4345|4555|1846|1762|3208|3064|484|466|463|472|469|457|454|460|433|424|421|1474|1447|5008|4969|3304|3292|3283|3280|3286|3271|3514|3508|3370|4153|4114|4123|4105|4111|4093|4063|4060|4036|4045|4033|4003|4015|3988|4000|3973|3982|3961|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|1966|2089|2221|2449|2422|2437|637|634|826|727|1249|1117|1072|4681|4216|2260|1339|1330|1534|5914|5881|6313|3475|4468|1753|1747|1732|1855|1771|1780|2851|2821|2818|2491|2485|532|535|523|715|709|712|703|706|682|676|1075|5065|5056|5167|5170|5680|3724|3727|4180|4057|2338|2176|2530|1591|1567|967|973|958|925|829|1150|6235|4429|4366|4723|4729|4711|2779|2743|3124|3103","9.42E-16","","GO:0044237","1.3156144577376838","0"
"24","24","STRING Clusters","","Ribosome","1.24E-13","rplL|rpl10|rplA|rplK|rplS|rplM|rpsK|rpsM|rplO|rplR|rpl6|rpl5|rplX|rplN|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|rplT","163300","4114|4123|4105|4111|4063|4033|4000|3973|2074|2071|2053|2041|2050|2035|2023|2032|2020|2008|2014|1996|2005|1987|1993|5167","3.26E-15","","CL:2430","1.2906578314837764","0"
"46","30","KEGG Pathways","","Oxidative phosphorylation","1.51E-13","ndhF-III|ndhD-III|atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|atpD|atpC|ndhF|ndhE|ndhG|ndhI|ndhA|sdhB|ctaCI|ctaDI|ctaEI|ppa|ndhD4|ndhD2|ndhD1|ndhD|ndhH|ndhB|ndhC|ndhK|ndhJ","163300","4159|4174|466|463|472|469|457|454|460|424|421|4969|3292|3283|3280|3286|2089|2449|2422|2437|826|3475|2851|2491|3727|973|925|4723|4729|4711","3.11E-15","","syp00190","1.282102305270683","0"
"1220","163","GO Biological Process","","Organic substance metabolic process","2.64E-13","ACA98039.1|ftsH-2|efp|fabZ|ACA98089.1|eno|rbfA|ACA98101.1|ACA98139.1|trmH|clpC|prfB|ACA98300.1|ACA98318.1|fusA|sigC|csgA|rpsF|ACA98456.1|ACA98485.1|rplU|pqqL|plsX|ACA98547.1|tpiA|deaD|thrS|fadD|dnaJ|ACA98709.1|ACA98726.1|atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|ACA98749.1|atpD|atpC|nusA|infB|todF|pip|ftsH-4|nusB|frr|rpsA|rmpH|fabF|rplL|rpl10|rplA|rplK|nusG|rplS|prfA|rpmE|rpsI|rplM|truA|rplQ|rpoA|rpsK|rpsM|infA|adk|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|putA|ppib|ACA99107.1|trmE|ACA99172.1|ACA99173.1|rimM|prmA|ACA99265.1|map|bioF|ACA99398.1|ACA99416.1|rplI|ACA99524.1|pgk|ACA99596.1|ACA99616.1|rbpA|glnA|degQ|envM|ACA99727.1|rpsU|ybeY|ACA99836.1|ACA99891.1|proC|ACA99930.1|tsf|rpsB|ACA99963.1|ACA99965.1|ACA99966.1|ACA99988.1|rpoC2|rpoC1|rpoB|rpsJ|tuf|fusA-2|rpsG|rpsL|fus|rpsD|hetI|accC|dnaJ-2|ACB00143.1|rplT|rpmI|ACB00202.1|ACB00259.1|ACB00272.1|map-2|def|fabG|lepA|accA|rfaG-2|pqqL-2|hyuA|ACB00497.1|rnc-2|fabD|ACB00567.1|ACB00570.1|ACB00601.1|ACB00646.1|infC|ACB00679.1|coaE|ACB00725.1|fcl|ACB00805.1|ACB00834.1|ACB00835.1","163300","5275|5695|5629|5551|5536|5530|5545|3637|3889|3907|3760|4078|2557|1273|1540|982|844|6232|6214|5476|5377|4456|4438|4345|4555|1846|1762|3208|3064|403|484|466|463|472|469|457|454|460|433|424|421|1474|1447|4921|5842|3664|3271|3514|3508|3370|4153|4114|4123|4105|4111|4093|4063|4060|4036|4045|4033|4003|4015|3988|4000|3973|3982|3961|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|1966|2092|2221|637|634|628|727|1249|1117|1078|1072|4798|4681|4216|3139|2260|1435|1345|1339|1330|1672|1534|5914|5881|6313|4468|1753|1732|1855|1771|1780|2821|2812|2818|2485|532|535|523|715|709|712|703|706|682|676|661|1075|5065|5056|5167|5170|5680|3562|3529|4228|4180|4057|2338|2176|2530|2428|1591|1567|958|829|1171|1150|6235|5374|4429|4435|4366|4702|2779|2743|3124|3103","3.8E-15","","GO:0071704","1.257839607313017","0"
"296","70","GO Biological Process","","Cellular macromolecule metabolic process","6.44E-13","efp|ACA98089.1|trmH|prfB|ACA98300.1|fusA|rpsF|rplU|ACA98547.1|deaD|thrS|dnaJ|infB|frr|rpsA|rmpH|rplL|rpl10|rplA|rplK|rplS|prfA|rpmE|rpsI|rplM|rplQ|rpsK|rpsM|infA|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|ACA99107.1|prmA|rplI|ACA99727.1|rpsU|ACA99891.1|ACA99930.1|tsf|rpsB|rpsJ|tuf|fusA-2|rpsG|rpsL|fus|rpsD|dnaJ-2|rplT|rpmI|def|lepA|ACB00570.1|infC","163300","5629|5536|3907|4078|2557|1540|6232|5377|4345|1846|1762|3064|1447|3514|3508|3370|4114|4123|4105|4111|4063|4060|4036|4045|4033|4015|4000|3973|3982|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|2221|1249|4216|5914|5881|1753|1855|1771|1780|715|709|712|703|706|682|676|5065|5167|5170|4180|2338|1150|4429","9.84E-15","","GO:0044260","1.2191114132640188","0"
"47","28","STRING Clusters","","Oxidative phosphorylation, and Peptidase M16, C-terminal","5.4E-12","ndhF-III|ndhD-III|ACA98189.1|ACA98485.1|pqqL|ACA98575.1|ACA98707.1|ndhF|ACA98918.1|ndhE|ndhG|ndhI|ndhA|ctaCI|ctaDI|ctaEI|ACA99460.1|ndhD4|ndhD2|ndhD1|ndhD|pqqL-2|ACB00473.1|ndhH|ndhB|ndhC|ndhK|ndhJ","163300","4159|4174|4132|5476|4456|4726|418|4969|3304|3292|3283|3280|3286|2449|2422|2437|3790|3475|2851|2491|3727|2428|2434|973|925|4723|4729|4711","1.5E-13","","CL:1454","1.126760624017703","0"
"61","31","STRING Clusters","","Mixed, incl. Oxidative phosphorylation, and Peptidase M16, C-terminal","5.99E-12","ACA98101.1|ndhF-III|ndhD-III|ACA98189.1|ACA98485.1|pqqL|ACA98575.1|ACA98707.1|ndhF|ACA98918.1|ndhE|ndhG|ndhI|ndhA|ctaCI|ctaDI|ctaEI|ACA99460.1|ACA99792.1|ndhD4|ndhD2|ndhD1|ndhD|pqqL-2|ACB00473.1|ndhH|ndhB|ACB00567.1|ndhC|ndhK|ndhJ","163300","3637|4159|4174|4132|5476|4456|4726|418|4969|3304|3292|3283|3280|3286|2449|2422|2437|3790|3484|3475|2851|2491|3727|2428|2434|973|925|1171|4723|4729|4711","1.76E-13","","CL:1450","1.1222573177610689","0"
"612","104","GO Biological Process","","Macromolecule metabolic process","7.07E-12","ftsH-2|efp|ACA98089.1|rbfA|trmH|clpC|prfB|ACA98300.1|fusA|sigC|rpsF|ACA98485.1|rplU|pqqL|ACA98547.1|deaD|thrS|dnaJ|nusA|infB|pip|ftsH-4|nusB|frr|rpsA|rmpH|rplL|rpl10|rplA|rplK|nusG|rplS|prfA|rpmE|rpsI|rplM|truA|rplQ|rpoA|rpsK|rpsM|infA|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|ppib|ACA99107.1|trmE|rimM|prmA|ACA99265.1|map|rplI|ACA99616.1|rbpA|degQ|ACA99727.1|rpsU|ybeY|ACA99891.1|ACA99930.1|tsf|rpsB|rpoC2|rpoC1|rpoB|rpsJ|tuf|fusA-2|rpsG|rpsL|fus|rpsD|hetI|dnaJ-2|ACB00143.1|rplT|rpmI|ACB00272.1|map-2|def|lepA|pqqL-2|rnc-2|ACB00570.1|ACB00601.1|infC|ACB00725.1|ACB00805.1","163300","5695|5629|5536|5545|3907|3760|4078|2557|1540|982|6232|5476|5377|4456|4345|1846|1762|3064|1474|1447|5842|3664|3271|3514|3508|3370|4114|4123|4105|4111|4093|4063|4060|4036|4045|4033|4003|4015|3988|4000|3973|3982|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|2092|2221|637|727|1249|1117|1078|4216|1345|1339|1672|5914|5881|6313|1753|1855|1771|1780|532|535|523|715|709|712|703|706|682|676|661|5065|5056|5167|5170|3529|4228|4180|2338|2428|958|1150|6235|4429|4702|2743","1.14E-13","","GO:0043170","1.11505805862031","0"
"53","29","STRING Clusters","","Oxidative phosphorylation, and Peptidase M16, C-terminal","8.85E-12","ACA98101.1|ndhF-III|ndhD-III|ACA98189.1|ACA98485.1|pqqL|ACA98575.1|ACA98707.1|ndhF|ACA98918.1|ndhE|ndhG|ndhI|ndhA|ctaCI|ctaDI|ctaEI|ACA99460.1|ndhD4|ndhD2|ndhD1|ndhD|pqqL-2|ACB00473.1|ndhH|ndhB|ndhC|ndhK|ndhJ","163300","3637|4159|4174|4132|5476|4456|4726|418|4969|3304|3292|3283|3280|3286|2449|2422|2437|3790|3475|2851|2491|3727|2428|2434|973|925|4723|4729|4711","2.74E-13","","CL:1452","1.1053056729302173","0"
"1011","142","COMPARTMENTS","","Intracellular","9.58E-12","efp|fabZ|ACA98089.1|eno|rbfA|ACA98101.1|ACA98139.1|trmH|ACA98146.1|clpC|groEL-II|ACA98196.1|glnN|lrtA|grxC|ACA98318.1|fusA|sigC|csgA|rpsF|rplU|plsX|tpiA|deaD|thrS|fadD|ACA98707.1|atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|ACA98749.1|atpD|atpC|rimP|nusA|petB|frr|rpsA|rmpH|fabF|rplL|rpl10|rplA|rplK|nusG|rplS|prfA|rpmE|rpsI|rplM|truA|rplQ|rpoA|rpsK|rpsM|infA|adk|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|sdhB|ACA99107.1|trmE|ACA99172.1|rimM|prmA|ACA99265.1|tig|map|bioF|merA|ACA99416.1|rplI|obg|pgk|ffh|rbpA|ACA99645.1|rpsU|ybeY|ACA99779.1|ACA99891.1|proC|ACA99930.1|tsf|rpsB|ACA99965.1|ACA99966.1|rpoC2|rpoC1|rpoB|rpsJ|tuf|fusA-2|rpsG|rpsL|fus|rpsD|hetI|ACB00092.1|accC|ACB00143.1|rplT|rpmI|ACB00202.1|ACB00272.1|map-2|def|clpB1|fabG|accA|groES|groEL|hyuA|ACB00497.1|sll1284|rnc-2|fabD|infC|coaE|ACB00725.1|fcl|ACB00805.1","163300","5629|5551|5536|5530|5545|3637|3889|3907|3823|3760|3718|4081|2314|2179|2602|1273|1540|982|844|6232|5377|4438|4555|1846|1762|3208|418|466|463|472|469|457|454|460|433|424|421|1462|1474|5008|3514|3508|3370|4153|4114|4123|4105|4111|4093|4063|4060|4036|4045|4033|4003|4015|3988|4000|3973|3982|3961|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|2089|2221|637|634|727|1249|1117|1090|1078|1072|6076|4681|4216|3223|2260|1360|1339|1648|5881|6313|6124|1753|1732|1855|1771|1780|2812|2818|532|535|523|715|709|712|703|706|682|676|661|1174|1075|5056|5167|5170|5680|3529|4228|4180|4144|4057|2176|2650|2638|1591|1567|967|958|829|4429|4366|4702|2779|2743","1.1E-13","","GOCC:0005622","1.1018634490921455","0"
"556","97","GO Biological Process","","Cellular biosynthetic process","1.96E-11","efp|fabZ|ACA98089.1|ACA98139.1|prfB|ACA98300.1|fusA|sigC|rpsF|rplU|plsX|thrS|atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|ACA98749.1|atpD|atpC|nusA|infB|nusB|frr|rpsA|rmpH|fabF|rplL|rpl10|rplA|rplK|nusG|rplS|prfA|rpmE|rpsI|rplM|rplQ|rpoA|rpsK|rpsM|infA|adk|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|ACA99172.1|bioF|rplI|glnA|envM|rpsU|ACA99891.1|proC|ACA99930.1|tsf|rpsB|ACA99963.1|rpoC2|rpoC1|rpoB|rpsJ|tuf|fusA-2|rpsG|rpsL|fus|rpsD|accC|rplT|rpmI|def|fabG|lepA|accA|rfaG-2|fabD|infC|coaE|fcl","163300","5629|5551|5536|3889|4078|2557|1540|982|6232|5377|4438|1762|466|463|472|469|457|454|460|433|424|421|1474|1447|3271|3514|3508|3370|4153|4114|4123|4105|4111|4093|4063|4060|4036|4045|4033|4015|3988|4000|3973|3982|3961|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|634|1072|4216|1330|1534|5881|1753|1732|1855|1771|1780|2821|532|535|523|715|709|712|703|706|682|676|1075|5167|5170|4180|4057|2338|2176|2530|829|4429|4366|2779","3.36E-13","","GO:0044249","1.0707743928643523","0"
"566","98","GO Biological Process","","Organic substance biosynthetic process","1.98E-11","efp|fabZ|ACA98089.1|ACA98139.1|prfB|ACA98300.1|fusA|sigC|rpsF|rplU|plsX|tpiA|thrS|atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|ACA98749.1|atpD|atpC|nusA|infB|nusB|frr|rpsA|rmpH|fabF|rplL|rpl10|rplA|rplK|nusG|rplS|prfA|rpmE|rpsI|rplM|rplQ|rpoA|rpsK|rpsM|infA|adk|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|ACA99172.1|bioF|rplI|glnA|envM|rpsU|ACA99891.1|proC|ACA99930.1|tsf|rpsB|ACA99963.1|rpoC2|rpoC1|rpoB|rpsJ|tuf|fusA-2|rpsG|rpsL|fus|rpsD|accC|rplT|rpmI|def|fabG|lepA|accA|rfaG-2|fabD|infC|coaE|fcl","163300","5629|5551|5536|3889|4078|2557|1540|982|6232|5377|4438|4555|1762|466|463|472|469|457|454|460|433|424|421|1474|1447|3271|3514|3508|3370|4153|4114|4123|4105|4111|4093|4063|4060|4036|4045|4033|4015|3988|4000|3973|3982|3961|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|634|1072|4216|1330|1534|5881|1753|1732|1855|1771|1780|2821|532|535|523|715|709|712|703|706|682|676|1075|5167|5170|4180|4057|2338|2176|2530|829|4429|4366|2779","3.57E-13","","GO:1901576","1.0703334809738467","0"
